Surname,FirstName,Hotel,Locality,Year,Day/Month,License,Citation,Remarks
BARNES,William,Saint John's Tavern,"George and Bridge Streets, Sydney",1837,30 June,0114,NRS 14401 [4/68]; Reel 5053,
BARNES,William,"Cat and Mutton, The","Erskine and Kent Streets, Sydney",1831,7 July,0185,NRS 14401 [4/62]; Reel 5049,"see Shoulder of Mutton and Cat, 1830"
BARNES,William,Saint John's Tavern,"George and Bridge Streets, Sydney",1836,29 June,0057,NRS 14401 [4/67]; Reel 5053,
BARNES,William,"Forbes Hotel, The","King and York Streets, Sydney",1838,2 July,0214,NRS 14401 [4/69]; Reel 5054,
BARNES,William,"Saint John's Tavern, The","George and Bridge Streets, Sydney",1839,14 June,0128,NRS 14401 [4/70]; Reel 5055,
BARNES,William,Shoulder of Mutton and Cat,"Kent Street, Sydney",1830,1 July,0138,NRS 14401 [4/61]; Reel 5049,"see Cat and Mutton, 1831-37"
BARNES,William,"Cat and Mutton, The","Erskine and Kent Streets, Sydney",1832,2 July,0113,NRS 14401 [4/63]; Reel 5050,"or BARNS; see Shoulder of Mutton and Cat, 1830"
BARNETT,Henry,"Captain Cook, The","Bent and Spring Streets, Sydney",1847,22 June,0170,NRS 14401 [4/79]; Reel 5061,
BARNETT,Henry,"Captain Cook, The","Bent and Spring Streets, Sydney",1848,14 June,0087,NRS 14401 [4/82]; Reel 5062,
BARNETT,James,"Bee Hive, The","Windsor Road, District of Windsor",1848,29 June,0525,NRS 14401 [4/83]; Reel 5062,
BARNETT,John,Barley Mow,"Castlereagh and Park Streets, Sydney",1848,26 June,0368,NRS 14401 [4/82]; Reel 5062,
BARNETT,Joseph,Thistle,"Bathurst and Kent Streets, Sydney",1835,13 July,0386,NRS 14401 [4/66]; Reel 5052,"see Scotch Thistle, 1833-34, 1842-"
BARNETT,Joseph,Thistle,"Bathurst and Kent Streets, Sydney",1836,8 July,0284,NRS 14401 [4/67]; Reel 5053,"see Scotch Thistle, 1833-34, 1842-"
BARNETT,Joseph,"Scotch Thistle, The","Bathurst Street, Sydney",1834,30 June,0128,NRS 14401 [4/65]; Reel 5052,"see Thistle, 1835-40"
BARNETT,Lewis,"Hope Inn, The","Bungonia, Goulburn",1837,26 June,0019,NRS 14401 [4/68]; Reel 5053,"see Hope, 1838"
BARNETT,Lewis,"Swan With Two Necks, The","George Street, Sydney",1831,30 June,0047,NRS 14401 [4/62]; Reel 5049,
BARNETT,Lewis,Swan With Two Necks,"George Street, Sydney",1832,9 July,0241,NRS 14401 [4/63]; Reel 5050,
BARNETT,Lewis,"Red Lion, The","Druitt and Kent Streets, Sydney",1834,19 March,0033/12,NRS 14401 [4/64]; Reel 5051,40/- license; removal of license; re license number 307
BARNETT,Lewis,"Red Lion, The","George Street, Sydney",1833,9 July,0307,NRS 14401 [4/64]; Reel 5051,
BARNETT,Samuel,Wheelwrights Arms,"Macquarie Street, Liverpool",1840,22 June,0221,NRS 14401 [4/72]; Reel 5056,Transferred to George HART
BARNETT,Samuel,Cheshire Cheese,"Sussex Street, Sydney",1847,29 June,0399,NRS 14401 [4/81]; Reel 5061,
BARNETT,Samuel,"Drapers Arms, The","Sussex Street, Sydney",1849,23 January,0761,NRS 14401 [4/83]; Reel 5062,
BARNETT,Samuel,Cheshire Cheese,"Sussex and Market Streets, Sydney",1848,24 June,0283,NRS 14401 [4/82]; Reel 5062,
BARNETT,Samuel,Cheshire Cheese,"Sussex and Market Streets, Sydney",1844,29 June,0404,NRS 14401 [4/76]; Reel 5059,
BARNETT,Samuel,"Cheshire Chees, The","Sussex and Market Streets, Sydney",1845,28 June,0366,NRS 14401 [4/77]; Reel 5059,
BARNETT,Samuel,"Wheelwrights Arms, The","Macquarie Street, Liverpool",1839,6 June,0052,NRS 14401 [4/70]; Reel 5055,
BARNETT,Samuel,Cheshire Cheese,"Sussex and Market Streets, Sydney",1844,6 February,0543,NRS 14401 [4/75]; Reel 5058,
BARNETT,Samuel,Cheshire Cheese,"Sussex and Market Streets, Sydney",1846,29 June,0404,NRS 14401 [4/80]; Reel 5060,
BARNETT,Thomas,"Cottage Inn, The","O'Connell Street, Parramatta",1856,15 April,0823,NRS 14403 [7/1505]; Reel 1238,
BARNETT,Thomas,"Cottage Inn, The","O'Connell Street, Parramatta",1855,17 April,0473,NRS 14403 [7/1502]; Reel 1236,
BARNETT,Thomas,"Kangaroo Inn, The",Parramatta,1839,31 July,0478,NRS 14401 [4/70]; Reel 5055,
BARNETT,Thomas,"Cottage Inn, The","O'Connell Street, Parramatta",1858,20 April,1214,NRS 14403 [7/1511]; Reel 1241,
BARNETT,Thomas,Travellers Rest,"Western Road, District of Penrith",1841,29 June,0370,NRS 14401 [7/1501]; Reel 1236,
BARNETT,Thomas,Travellers Rest,"Hebersham, Western Road, Penrith, Eastern Creek, District of Penrith",1842,2 July,0461,NRS 14401 [4/74]; Reel 5057,"or Halfway House, 1836, 1838"
BARNETT,Thomas,Travellers Rest,"Hebersham, Western Road, Penrith, Eastern Creek district",1840,11 June,0122,NRS 14401 [4/72]; Reel 5056,"or Halfway House, 1836, 1838"
BARNETT,Thomas,Cottage Inn,"O'Connell Street, Parramatta",1856,15 April,0823,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
BARNETT,Thomas,"Cottage Inn, The","Hunter Street, Parramatta",1860,17 April,0606,NRS 14403 [7/1513]; Reel 1242,
BARNETT,Thomas,"Cottage Inn, The","O'Connell Street, Parramatta",1854,18 April,0828,NRS 14403 [4/89]; Reel 5066,
BARNS,William,"Cat and Mutton, The","Erskine and Kent Streets, Sydney",1833,1 July,0100,NRS 14401 [4/64]; Reel 5051,"or BARNES; see Shoulder of Mutton and Cat, 1830"
BARR,Alfred,"Wallaby Inn, The","New Zealand Point, District of Sofala",1855,24 April,1013,NRS 14403 [7/1503]; Reel 1237,
BARR,Alfred,"Little Wallaby, The","Little Wallaby Rocks, District of Sofala",1858,20 April,1225,NRS 14403 [7/1511]; Reel 1241,
BARR,Alfred,"Wallaby Inn, The","New Zealand Point, District of Sofala",1856,22 April,0943,NRS 14403 [7/1506]; Reel 1238,
BARR,Alfred,Wallaby Inn,"Tambaroora Road, New Zealand Point, District of Sofala",1856,22 April,0943,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sofala
BARR,James,"Waverly Hotel, The","Balmain, District of Sydney",1856,24 April,0399,NRS 14403 [7/1504]; Reel 1237,
BARR,James,"Waverly Hotel, The","Balmain, District of Sydney",1853,30 April,0423,NRS 14403 [4/85]; Reel 5064,
BARR,James,"Waverly Hotel, The","Balmain, District of Sydney",1858,27 April,0873,NRS 14403 [7/1510]; Reel 1240,
BARR,James,"Waverley Hotel, The","Balmain, District of Sydney",1857,15 May,0467,NRS 14403 [7/1508]; Reel 1239,
BARR,James,"Waverly Hotel, The","Balmain, District of Sydney",1854,3 May,0555,NRS 14403 [4/88]; Reel 5065,
BARR,James,Waverly Hotel,"Balmain, District of Sydney",1856,15 April,0399,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
BARR,James,"Waverley Hotel, The","Balmain, District of Sydney",1860,17 April,0655,NRS 14403 [7/1513]; Reel 1242,
BARRATT,Dennis,Favorite Inn,"on Little River, Mongarlow River, District of Araluen",1856,18 April,0474,NRS 14403 [7/1507]; Reel 1239,or BARRETT; on List of Certificates under Araluen
BARRATT,Dennis,"Favorite Inn, The","Mongarlow River, District of Araluen",1856,15 April,0474,NRS 14403 [7/1505]; Reel 1238,or BARRETT
BARRATT,Thomas,"Horse and Jockey, The","Baulkham Hills, District of Parramatta",1854,18 April,0938,NRS 14403 [4/89]; Reel 5066,
BARRATT,Thomas,"Horse and Jockey, The","Baulkham Hills, District of Parramatta",1853,6 September,1107,NRS 14403 [4/86]; Reel 5064,
BARRATT,Thomas,Honest Miller,"George Street, Parramatta",1843,30 June,0461,NRS 14401 [4/75]; Reel 5058,
BARRATT,Thomas,Honest Miller,"George Street, Parramatta",1842,27 June,0303,NRS 14401 [4/74]; Reel 5057,
BARRELL,Robert,"Sydenham Inn, The","near Petersham, District of Sydney",1858,21 May,1133,NRS 14403 [7/1511]; Reel 1241,
BARRETT,Denis,"Favorite Inn, The",Lower Araluen,1860,17 April,0449,NRS 14403 [7/1512]; Reel 1241,
BARRETT,Dennis,"Favourite Inn, The","Mongarlow, District of Araluen",1856,19 April,1296,NRS 14403 [7/1503]; Reel 1237,
BARRETT,Dennis,Favorite Inn,"Mongarlow River, District of Braidwood",1857,21 April,0223,NRS 14403 [7/1508]; Reel 1239,
BARRETT,Dennis,Favourite Inn,"Long Flat, District of Braidwood",1858,3 December,0801,NRS 14403 [7/1510]; Reel 1240,removal
BARRETT,James,"Cottage of Content, The","George Street, Liverpool",1845,14 June,0087,NRS 14401 [4/77]; Reel 5059,
BARRETT,John,"Travellers Inn, The","Dapto, District of Wollongong",1848,29 May,0022,NRS 14401 [4/82]; Reel 5062,
BARRETT,Thomas,Golden Fleece,"Church Street, District of Parramatta",1847,29 June,0463,NRS 14401 [4/81]; Reel 5061,
BARRETT,Thomas,"Golden Fleece, The",Parramatta,1848,29 June,0545,NRS 14401 [4/83]; Reel 5062,
BARRIE,William,Pyrmont Hotel,"Pyrmont, Sydney",1846,30 June,0533,NRS 14401 [4/80]; Reel 5060,removed to George Street; Transferred to Thomas MOORE
BARRISTER,Samuel,"South Head Hotel, The","South Head Road, District of Sydney",1855,27 April,0995,NRS 14403 [7/1503]; Reel 1237,
BARRITT,Dinnes,"Favourite Inn, The","Long Flat, District of Braidwood",1858,20 April,0801,NRS 14403 [7/1510]; Reel 1240,
BARRON,Francis,"Cherry Gardens, The","Parramatta Road, District of Sydney",1854,3 May,1052,NRS 14403 [4/89]; Reel 5066,
BARROWS,Frederick,"Highlanders Inn, The",South Deniliquin,1860,17 April,0108,NRS 14403 [7/1512]; Reel 1241,or BURROWS
BARRY,Jeremiah,"Shamrock Inn, The",Binalong,1860,17 April,0701,NRS 14403 [7/1513]; Reel 1242,
BARRY,Richard,Darling Harbour Inn,"Sussex and Market Streets, Sydney",1846,10 October,0623,NRS 14401 [4/80]; Reel 5060,Transferred to Cornelius O'NEIL
BARRY,William,"Railway Hotel, The",Tambaroora,1854,18 April,1082,NRS 14403 [4/89]; Reel 5066,
BARRY,William,"Railway Hotel, The",Tambaroora,1855,24 April,0971,NRS 14403 [7/1503]; Reel 1237,
BARSDEN,Joseph,"Councillors O'Connell and Wentworth, The",Bathurst,1833,3 July,0174,NRS 14401 [4/64]; Reel 5051,
BARSDEN,Joseph Henry,"Goldfinder's Inn, The","Kelso, District of Bathurst",1854,15 May,0953,NRS 14403 [4/89]; Reel 5066,
BARSDEN,Joseph Henry,Kelson Inn,Bathurst Plains,1835,11 July,0374,NRS 14401 [4/66]; Reel 5052,
BARTLETT,Robert Clifford,"Bay Horse, The","Cowpasture Road, Cabramatta, District of Parramatta",1853,19 April,0710,NRS 14403 [4/85]; Reel 5064,
BARTLETT,Robert Clifford,"Globe, The","Liverpool road, District of Parramatta",1855,17 April,0952,NRS 14403 [7/1503]; Reel 1237,
BARTLETT,Robert Clifford,"Globe, The",Bankstown,1858,20 April,0501,NRS 14403 [7/1510]; Reel 1240,
BARTLETT,Robert Clifford,Globe,"Liverpool Road, District of Parramatta",1856,15 April,0178,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Parramatta
BARTLETT,Robert Clifford,"Globe, The","Liverpool Road, District of Parramatta",1856,15 April,0178,NRS 14403 [7/1504]; Reel 1237,
BARTLETT,Robert Clifford,"Globe, The","Bankstown, District of Parramatta",1857,21 April,0425,NRS 14403 [7/1508]; Reel 1239,
BARTLETT,Robert Clifford,"Saint Patrick Inn, The","Banks Town, District of Parramatta",1854,18 April,0125,NRS 14403 [4/87]; Reel 5065,
BARTLEY,Lawrence,"St Patrick Inn, The","Gunning, District of Yass",1853,19 April,0904,NRS 14403 [4/86]; Reel 5064,
BARTON,Edward,Blue Bell Hotel,"Sussex and Erskine Streets, Sydney",1846,30 June,0502,NRS 14401 [4/80]; Reel 5060,
BARTON,Edward,Blue Bell,"Sussex and Erskine Streets, Sydney",1848,26 June,0340,NRS 14401 [4/82]; Reel 5062,
BARTON,James,"Farmanagh Hotel, The","Terragong Street, Kiama",1853,26 April,0065,NRS 14403 [4/84]; Reel 5063,
BARTON,James,"Fermanagh Hotel, The","Shoalhaven and Jerragong Streets, Kiama",1858,20 April,0510,NRS 14403 [7/1510]; Reel 1240,
BARTON,James,Fermanagh Hotel,"Terragong Street, Kiama",1856,15 April,0325,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Kiama
BARTON,James,"Odd Fellows Arms, The","South Head Road, District of Sydney",1848,20 June,0186,NRS 14401 [4/82]; Reel 5062,
BARTON,James,"Fermanagh Hotel, The","Terralong Street, Kiama",1854,26 April,0158,NRS 14403 [4/87]; Reel 5065,
BARTON,James,"Fermanagh Hotel, The","Bong Bong Street, Kiama",1856,15 April,0325,NRS 14403 [7/1504]; Reel 1237,
BARTON,John,"Pipe Clay Creek Inn, The","Pipe Clay Creek, District of Mudgee",1860,17 April,0307,NRS 14403 [7/1512]; Reel 1241,or BARLOW
BARTON,William,Kings Arms,"20 Mile Hollow, Penrith",1846,29 June,0438,NRS 14401 [4/80]; Reel 5060,Transferred to Joseph COBCROFT
BASHAM,William,"Jolly Miller, The","Liverpool and Sussex Streets, Sydney",1834,12 July,0345,NRS 14401 [4/65]; Reel 5052,or BASHAN; or Jolly Millers
BASHAM,William,Jolly Millers,"Liverpool and Sussex Streets, Sydney",1835,1 July,0178,NRS 14401 [4/66]; Reel 5052,or BASHAN; or Jolly Miller
BASHAN,William,"Jolly Miller, The","Liverpool and Sussex Streets, Sydney",1833,1 July,0129,NRS 14401 [4/64]; Reel 5051,or BASHAM; or Jolly Millers
BASS,Thomas,"Ship and Mermaid, The","Gloucester Street, Sydney",1854,26 April,0422,NRS 14403 [4/88]; Reel 5065,
BASS,Thomas,Alma Inn,"Grose Farm, District of Sydney",1858,12 May,1001,NRS 14403 [7/1511]; Reel 1241,
BASS,Thomas,Golden Fleece,"Jerrawa, Chain of Ponds, District of Yass",1847,28 June,0323,NRS 14401 [4/79]; Reel 5061,
BASS,Thomas,Golden Fleece,"Jerrawa, District of Yass",1848,27 June,0400,NRS 14401 [4/82]; Reel 5062,
BASS,Thomas,Ship and Mermaid,"Gloucester Street, Sydney",1856,15 April,-,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
BASSY,John,"Rose Thistle and Shamrock, The",Raymond Terrace,1848,16 June,0118,NRS 14401 [4/82]; Reel 5062,
BASTON,William,"Oakenville Inn, The","Oakenville Creek, District of Liverpool Plains",1854,25 June,0504,NRS 14403 [4/88]; Reel 5065,or BASTONE
BASTONE,William,"Diggers Arms, The",Nundle,1855,10 July,1161,NRS 14403 [7/1503]; Reel 1237,
BATEMAN,Hannah,"Coach Horses, The",Parramatta,1848,29 June,0569,NRS 14401 [4/83]; Reel 5062,
BATEMAN,Hannah,Star Inn,"Sydney Road, Parramatta",1843,22 June,0154,NRS 14401 [4/75]; Reel 5058,or BATMAN; transferred to John HORGAN dated 30 November 1843
BATES,George,"Shamrock Rose and Thistle, The","Macquoid Street, Queanbeyan",1856,15 April,1004,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Queanbeyan
BATES,George,"Shamrock, Rose and Thistle, The","Macquarie Street, Queanbeyan",1858,20 April,1188,NRS 14403 [7/1511]; Reel 1241,
BATES,George,"Shamrock Rose and Thistle, The","Macquoid Street, Queanbeyan",1856,15 April,1004,NRS 14403 [7/1506]; Reel 1238,
BATES,John,"Coach and Horses, The","near the Toll Gate, Sydney, Parramatta Road",1832,3 July,0124,NRS 14401 [4/63]; Reel 5050,
BATES,John,Coach and Horses,"George Street, Sydney; Parramatta Street, 1836-",1835,30 June,0142,NRS 14401 [4/66]; Reel 5052,
BATES,John,"Coach and Horses, The","George Street, Sydney; Parramatta Street, 1836-",1834,25 June,0016,NRS 14401 [4/65]; Reel 5052,
BATES,John,Coach and Horses,"George Street, Sydney; Parramatta Street, Sydney, 1836-",1836,8 Junly,0278,NRS 14401 [4/67]; Reel 5053,
BATES,John,"Coach and Horses, The","near the Toll Gate, Sydney, Parramatta Road, District of Sydney",1833,4 July,0199,NRS 14401 [4/64]; Reel 5051,
BATES,Robert,Saint John's Tavern,"Newtown Road, Sydney",1847,28 June,0341,NRS 14401 [4/79]; Reel 5061,
BATES,Robert,Trafalgar Inn,"Newtown Road, District of Sydney",1856,15 April,1007,NRS 14403 [7/1507]; Reel 1239,on list of Certificates under Sydney
BATES,Robert,"St John's Tavern, The","Newtown, District of Sydney",1853,30 April,0618,NRS 14403 [4/85]; Reel 5064,
BATES,Robert,St Johns Tavern,"New Town Road, Sydney",1846,26 August,0611,NRS 14401 [4/80]; Reel 5060,
BATES,Robert,Swan with Two Necks,"George and Park Streets, Sydney",1855,26 April,1060,NRS 14403 [7/1503]; Reel 1237,
BATES,Robert,"Trafalgar Inn, The","Newtown Road, District of Sydney",1856,24 April,1007,NRS 14403 [7/1506]; Reel 1238,
BATES,Robert,"St Johns Tavern, The","Newtown, District of Sydney",1848,8 June,0053,NRS 14401 [4/82]; Reel 5062,
BATES,Sarah,"Coach and Horses, The","Sydney Road, Parramatta",1839,29 June,0448,NRS 14401 [4/70]; Reel 5055,
BATH,Charles,Currency Lass,"George Street, Sydney",1846,27 June,0333,NRS 14401 [4/80]; Reel 5060,
BATH,Charles,Currency Lass,"George Street, Sydney",1842,20 June,0164,NRS 14401 [4/74]; Reel 5057,
BATH,Charles,Currency Lass,"George Street, Sydney",1840,11 June,0123,NRS 14401 [4/72]; Reel 5056,
BATH,Charles,St John's Tavern,"George and Bridge Streets, Sydney",1856,15 April,1111,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
BATH,Charles,Currency Lass,Sydney,1841,3 June,0069,NRS 14401 [7/1501]; Reel 1236,
BATH,Charles,Currency Lass,"George Street, Sydney",1844,24 June,0163,NRS 14401 [4/76]; Reel 5059,
BATH,Charles,Currency Lass,"George Street, Sydney",1845,23 June,0147,NRS 14401 [4/77]; Reel 5059,
BATH,Charles,St Johns Tavern,"George Street, Sydney",1855,26 April,0664,NRS 14403 [7/1502]; Reel 1236,
BATH,Charles,St John's Tavern,"George and Bridge Streets, Sydney",1858,21 May,1189,NRS 14403 [7/1511]; Reel 1241,
BATH,Charles,"St Johns Tavern, The","George and Bridge Streets, Sydney",1854,25 April,0812,NRS 14403 [4/89]; Reel 5066,
BATH,Charles,Currency Lass,Sydney,1848,27 June,0391,NRS 14401 [4/82]; Reel 5062,
BATH,Charles,Currency Lass,"George Street, Sydney",1843,20 June,0133,NRS 14401 [4/75]; Reel 5058,
BATH,Charles,Currency Lass,"George Street, Sydney",1847,21 June,0142,NRS 14401 [4/79]; Reel 5061,
BATH,Charles,St John's Tavern,"George and Bridge Streets, Sydney",1856,23 April,1111,NRS 14403 [7/1506]; Reel 1238,
BATH,Charles,St John's Tavern,"George Street, Sydney",1853,29 April,0416,NRS 14403 [4/85]; Reel 5064,
BATH,John,Bookham Inn,"Bogolang, Yass",1846,7 August,0607,NRS 14401 [4/80]; Reel 5060,
BATMAN,William,Duke of Wellington,"Church Street, Parramatta; George Street, 1836",1834,30 June,0102,NRS 14401 [4/65]; Reel 5052,
BATMAN,William,"Liverpool Arms, The","George Street, Sydney",1854,25 April,0564,NRS 14403 [4/88]; Reel 5065,
BATTEN,James,Harvest Home,Jugiong,1841,8 July,0434,NRS 14401 [7/1501]; Reel 1236,
BATTERSBEY,Ellen,"Tam O Shanter, The","King and Castlereagh Streets, Sydney",1834,12 April,0033/14,NRS 14401 [4/64]; Reel 5051,or BATTERSBY; 40/- license; removal of license; re license number 351
BATTERSBY,Ellen,Tam O'Shanter,"Castlereagh Street, Sydney",1834,4 July,0229,NRS 14401 [4/65]; Reel 5052,or BATTERSBEY
BATTERSBY,Thomas,Tam O'Shanter,"Castlereagh Street, Sydney",1835,25 June,0061,NRS 14401 [4/66]; Reel 5052,
BATTLEY,Robert,"Steam Boat Ferry Inn, The","Windmill Street, Sydney",1849,24 January,0765,NRS 14401 [4/83]; Reel 5062,
BATTY,Thomas,"Blue Gate, The","Kent Street, Sydney",1837,8 July,0300,NRS 14401 [4/68]; Reel 5053,
BAUGH,Samuel,"Prince Albert Inn, The","Nattai, District of Berrima",1858,1 May,0224,NRS 14403 [7/1509]; Reel 1240,
BAUGH,Samuel,"Prince Albert Inn, The","Nattai, District of Berrima",1857,6 May,0225,NRS 14403 [7/1508]; Reel 1239,
BAWDEN,Thomas,"Commercial Hotel, The","Lawrence Town, District of Grafton",1860,17 April,0308,NRS 14403 [7/1512]; Reel 1241,or BOWDEN
BAX,Stephen,Australian Hotel,"George Street, Sydney",1830,28 June,0060,NRS 14401 [4/61]; Reel 5049,
BAX,Stephen,"Australian Hotel, The","George Street, Sydney",1831,4 July,0159,NRS 14401 [4/62]; Reel 5049,
BAXTER,John,"Governors Arms, The","George Street, Parramatta",1833,1 July,0137,NRS 14401 [4/64]; Reel 5051,
BAXTER,John,"Governors Arms, The","Pennant Hills, District of Parramatta",1831,29 November,0267,NRS 14401 [4/62]; Reel 5049,
BAXTER,Thomas,"Sportsman, The","Sussex and Liverpool Streets, Sydney",1836,5 April,0428,NRS 14401 [4/66]; Reel 5052,40/- license
BAXTER,William,"Cricketers' Arms, The","Elizabeth Street, Sydney",1854,1 May,0841,NRS 14403 [4/89]; Reel 5066,
BAXTER,William,"Sir Maurice O'Connell, The","Elizabeth and Hunter Streets, Sydney",1853,30 April,0752,NRS 14403 [4/85]; Reel 5064,
BAXTER,William,Cricketers Arms,"Elizabeth Street, Sydney",1855,26 April,0946,NRS 14403 [7/1503]; Reel 1237,
BAYLAND,Thomas,Hawk (Steamer),Between Brisbane and Ipswich,1858,29 June,0012,NRS 14403 [7/1511]; Reel 1241,Packet license
BAYLAND,Thomas,Bremen (Steamer),Between Brisbane and Ipswich,1859,24 January,0026,NRS 14403 [7/1511]; Reel 1241,Packet license
BAYLES,William,"Coach and Horses, The","Sydney Road, Parramatta",1831,28 June,0015,NRS 14401 [4/62]; Reel 5049,
BAYLES,William,"Cottage of Content, The",Bathurst,1833,2 July,0158,NRS 14401 [4/64]; Reel 5051,
BAYLES,William Edward,"Coachmakers Arms, The","Philip Street, Sydney",1834,30 June,0143,NRS 14401 [4/65]; Reel 5052,"or BAYLISS, Edward William"
BAYLESS,William Thomas,"Bird in Hand, The","Richmond Road, Windsor",1834,27 June,0068,NRS 14401 [4/65]; Reel 5052,or BAYLIS
BAYLESS,William Thomas,Bird in Hand,"Richmond Road, Windsor",1835,29 June,0105,NRS 14401 [4/66]; Reel 5052,or BAYLIS
BAYLESS,William Thomas,"Bird in Hand, The","Richmond Road, Windsor",1837,28 June,0059,NRS 14401 [4/68]; Reel 5053,or BAYLIS
BAYLESS,William Thomas,Bird in Hand,"Richmond Road, Windsor",1840,22 June,0243,NRS 14401 [4/72]; Reel 5056,or BAYLIS
BAYLESS,William Thomas,Bird in Hand,"Richmond Road, Windsor",1836,2 July,0146,NRS 14401 [4/67]; Reel 5053,or BAYLIS
BAYLESS,William Thomas,"Bird in Hand, The","Richmond Road, Windsor",1839,18 June,0182,NRS 14401 [4/70]; Reel 5055,or BAYLIS
