,Item,Reel,Year,Pre,Nos,Title,Place,Minister,Church,Remarks,
,[4/2264.1],,1834,,,Surveyor General,,,,mostly re Colonial Architect matters; part 2 of 2 for 1834,
,[4/2264.2],,1834,,,Mineral Surveyor,,,,,
,[4/2265],,1834,,,Van Diemen's Land,Van Diemen's Land,,,,
,[4/2266.1],,1835,,,Archdeacon,,,,,
,[4/2266.2],,1835,,,Convicts - Assignment Board,,,,,
,[4/2266.3],,1835,,,Auditor General,,,,,
,[4/2266.4],,1835,,,Solicitor General,,,,in bundle 'Attorney General and Solicitor General',
,[4/2266.4],,1835,,,Attorney General,,,,in bundle 'Attorney General and Solicitor General',
,[4/2267.1],,1835,,,Crown Solicitor,,,,,
,[4/2267.2],,1835,,,Court of Claims,,,,,
,[4/2268.1],,1835,,,Benevolent Society,,,,,
,[4/2268.2],,1835,,,Botanist,,,,,
,[4/2268.3],,1835,,,Inspector of Slaughter Houses,,,,,
,[4/2268.4],,1835,,,Church and School Estates,,,,,
,[4/2269.1],,1835,,,Clergy - Church of England,,,,"Returns of births, baptisms and burials (photocopy at COD119)",
,[4/2269.2],727,1835,,,Clergy - Church of England,Bathurst,,,[note],
,[4/2269.3],727,1835,,,Clergy - Church of England,Campbelltown,,,[note],
,[4/2269.4],727,1835,,,Clergy - Church of England,Castlereagh,,,[note],
,[4/2269.5],727,1835,,,Clergy - Church of England,Parramatta,,,bundle 'Field of Mars (Parramatta)'; [note],
,[4/2269.5],727,1835,,,Clergy - Church of England,Field of Mars,,,bundle 'Field of Mars (Parramatta)'; [note],
,[4/2269.6],727,1835,,,Clergy - Church of England,Liverpool,,,[note],
,[4/2269.7],727,1835,,,Clergy - Church of England,Lower Hawkesbury,,,[note],
,[4/2269.8],727,1835,,,Clergy - Church of England,Narellan,,,[note],
,[4/2269.91],727,1835,,,Clergy - Church of England,Parramatta,,,[note],
,[4/2269.92],727,1835,,,Clergy - Church of England,Pitt Town,,,"in bundle 'Pitt Town, Wilberforce'; [note]",
,[4/2269.92],727,1835,,,Clergy - Church of England,Wilberforce,,,"in bundle 'Pitt Town, Wilberforce'; [note]",
,[4/2269.93],727,1835,,,Clergy - Church of England,Port Macquarie,,,[note],
,[4/2269.94],727,1835,,,Clergy - Church of England,Sutton Forest,,,[note],
,[4/2269.9],727,1835,,,Clergy - Church of England,Newcastle,,,[note],
,[4/2270.1],728,1835,,,Clergy - Roman Catholic,,,,[note],
,[4/2270.2],728,1835,,,Clergy - Church of England,Maitland,,,[note],
,[4/2270.3],728,1835,,,Clergy - Church of England,Sydney,,St Philips,[note],
,[4/2270.4],728,1835,,,Clergy - Church of England,Sydney,,St James,[note],
,[4/2270.5],728,1835,,,Clergy - Church of England,Richmond,,,in bundle 'Windsor & Richmond'; [note],
,[4/2270.5],728,1835,,,Clergy - Church of England,Windsor,,,in bundle 'Windsor & Richmond'; [note],
,[4/2270.6],728,1835,,,Clergy - Church of England,Wollongong,,,[note],
,[4/2270.7],728,1835,,,Clergy - Church of England,,"Hill, Revd",,"re Benevolent Asylums, Missions & Archdeacon School (no returns)",
,[4/2271.1],,1835,,,Colonial Architect,,,,,
,[4/2271.2],,1835,,,Printing - contractor,,,,,
,[4/2272.1],728,1835,,,Clergy - Presbyterian,Bathurst,,,[note],
,[4/2272.2],728,1835,,,Clergy - Presbyterian,Sydney,"Lang, Revd",,[note],
,[4/2272.3],728,1835,,,Clergy - Presbyterian,Sydney,"McGarvie, Revd",,[note],
,[4/2272.4],728,1835,,,Clergy - Presbyterian,Pitt Town,,,"in bundle 'Windsor, Portland Head, Pitt Town'; [note]",
,[4/2272.4],728,1835,,,Clergy - Presbyterian,Portland Head,,,"in bundle 'Windsor, Portland Head, Pitt Town'; [note]",
,[4/2272.4],728,1835,,,Clergy - Presbyterian,Windsor,,,"in bundle 'Windsor, Portland Head, Pitt Town'; [note]",
,[4/2272.5],,1835,,,Customs,,,,,
,[4/2273.1],2201,1835,,,Emigration,,,,"re immigrants per ship ""Canton""",
,[4/2273.2],2201,1835,,,Emigration,,,,re assisted passages,
,[4/2273.3],2201,1835,,,Emigration,,,,re female immigrants,
,[4/2273.4],,1835,,,Commissariat,,,,part 1 of 2 for 1835,
,[4/2274],,1835,,,Commissariat,,,,part 2 of 2 for 1835,
,[4/2275],,1835,,,Convicts,,,,part 1 of 4 for 1835,
,[4/2276],,1835,,,Convicts,,,,part 2 of 4 for 1835,
,[4/2277.1],,1835,,,Councils,,,,,
,[4/2277.2],,1835,,,Court of Requests,,,,,
,[4/2277.3],,1835,,,Estimates,,,,,
,[4/2277.4],,1835,,,Female Factory,,,,,
,[4/2277.5],,1835,,,House of Correction,,,,,
,[4/2278],,1835,,,Harbour Master,,,,,
,[4/2279],,1835,,,Surveyor General,,,,letters transmitting descriptions of land (1),
,[4/2280.1],,1835,,,Surveyor General,,,,letters transmitting descriptions of land (2),
,[4/2280.2],,1835,,,Publicans licences - inns throughout the colony,,,,,
,[4/2280.3],,1835,,,Lunatic Asylum,,,,,
,[4/2281],,1835,,,Medical,,,,,
,[4/2282.1],2201,1835,,,Miscellaneous Persons A,,,,,
,[4/2282.2],2201,1835,,,Miscellaneous Persons B,,,,,
,[4/2282.3],2201,1835,,,Miscellaneous Persons C,,,,,
,[4/2282.4],2201,1835,,,Miscellaneous Persons D,,,,,
,[4/2282.5],2201,1835,,,Miscellaneous Persons E,,,,,
,[4/2283.1],2202,1835,,,Miscellaneous Persons F,,,,,
,[4/2283.2],2202,1835,,,Miscellaneous Persons G,,,,,
,[4/2283.3],2202,1835,,,Miscellaneous Persons H,,,,,
,[4/2283.4],2202,1835,,,Miscellaneous Persons I,,,,,
,[4/2283.5],2202,1835,,,Miscellaneous Persons J,,,,,
,[4/2283.6],2202,1835,,,Miscellaneous Persons K,,,,,
,[4/2283.7],2202,1835,,,Miscellaneous Persons L,,,,,
,[4/2284.1],2202,1835,,,Miscellaneous Persons M,,,,,
,[4/2284.2],2202,1835,,,Miscellaneous Persons N,,,,,
,[4/2284.3],2202,1835,,,Miscellaneous Persons O,,,,,
,[4/2284.4],2202,1835,,,Miscellaneous Persons P,,,,,
,[4/2284.5],2202,1835,,,Miscellaneous Persons R,,,,,
,[4/2284.6],2202,1835,,,Miscellaneous Persons S,,,,,
,[4/2285.1],2202,1835,,,Miscellaneous Persons T,,,,,
,[4/2285.2],2202,1835,,,Miscellaneous Persons W,,,,,
,[4/2285.3],,1835,,,Miscellaneous,,,,unregistered,
,[4/2286.1],,1835,,,Miscellaneous,,,,"registered and unregistered, 1827-35",
,[4/2287.1],,1835,,,Moreton Bay,Moreton Bay,,,,
,[4/2287.2],,1835,,,Naval,,,,in bundle 'Naval and Military',
,[4/2287.2],,1835,,,Military,,,,in bundle 'Naval and Military',
,[4/2287.3],,1835,,,New Zealand,New Zealand,,,,
,[4/2288],,1835,,,Norfolk Island,Norfolk Island,,,,
,[4/2289.1],,1835,,,Orphan School - Female,,,,,
,[4/2289.2],,1835,,,Orphan School - Male,,,,,
,[4/2289.3],,1835,,,Police,Bathurst,,,,
,[4/2289.4],,1835,,,Police,Brisbane Water,,,,
,[4/2290.1],,1835,,,Police,Bong Bong,,,,
,[4/2290.2],,1835,,,Police,Brandon,,,,
,[4/2290.3],,1835,,,Police,Bungonia,,,,
,[4/2290.4],,1835,,,Police,Campbelltown,,,,
,[4/2290.5],,1835,,,Police,Cassilis,,,,
,[4/2290.6],,1835,,,Police,Goulburn,,,,
,[4/2290.7],,1835,,,Police,Liverpool,,,,
,[4/2290.8],,1835,,,Police,Invermein,,,,
,[4/2291.1],,1835,,,Police,Maitland,,,,
,[4/2291.2],,1835,,,Police,Merton,,,,
,[4/2291.3],,1835,,,Police,Newcastle,,,,
,[4/2291.4],,1835,,,Police,Parramatta,,,,
,[4/2291.5],,1835,,,Police,Paterson,,,,
,[4/2292.1],,1835,,,Police,Patrick's Plains,,,,
,[4/2292.2],,1835,,,Police,Penrith,,,,
,[4/2292.3],,1835,,,Police,Port Macquarie,,,,
,[4/2293.1],,1835,,,Police,Port Stephens,,,,
,[4/2293.2],,1835,,,Police,Stonequarry,,,,
,[4/2293.3],,1835,,,Police,Strathalan,,,,
,[4/2293.4],,1835,,,Police,Sydney,,,,
,[4/2294.1],,1835,,,Police,Windsor,,,,
,[4/2294.2],,1835,,,Police,Wingello,,,,
,[4/2294.3],,1835,,,Police,Wollongong,,,,
,[4/2294.4],,1835,,,Police,Yass,,,,
,[4/2295],,1835,,,Postmaster General,,,,,
,[4/2296],2200,1835,,,Convicts - Petitions,,,,,
,[4/2297.1],,1835,,,Collector of Internal Revenue,,,,,
,[4/2297.2],,1835,,,Banks,,,,- Savings,
,[4/2297.3],,1835,,,Supreme Court,,,,,
,[4/2298],,1835,,,Sheriff,,,,,
,[4/2299],,1835,,,Surveyor General,,,,part 1 of 2 for 1835,
,[4/2300],,1835,,,Surveyor General,,,,part 2 of 2 for 1835,
,[4/2301.1],,1835,,,Mineral Surveyor,,,,,
,[4/2301.2],,1835,,,Treasurer,,,,,
,[4/2301.3],,1835,,,Van Diemen's Land,Van Diemen's Land,,,,
,[4/2302.1],,1836,,,Aborigines,,,,,
,[4/2302.2],,1836,,,Archdeacon,,,,,
,[4/2302.3],,1836,,,Auditor General,,,,,
,[4/2303.1],,1836,,,Banks,,,,,
,[4/2303.2],,1836,,,Benevolent Asylum,,,,,
,[4/2303.3],,1836,,,Botanist,,,,,
,[4/2303.4],729,1836,,,Clergy - Church of England,,,,miscellaneous,
,[4/2303.5],729,1836,,,Clergy - Church of England,Bathurst,,,[note],
,[4/2303.6],729,1836,,,Clergy - Church of England,Campbelltown,,,[note],
,[4/2303.7],729,1836,,,Clergy - Church of England,Castlereagh,,,[note],
,[4/2303.8],729,1836,,,Clergy - Church of England,Field of Mars,,,[note],
,[4/2303.91],729,1836,,,Clergy - Church of England,Liverpool,,,[note],
,[4/2303.92],729,1836,,,Clergy - Church of England,Maitland,,,[note],
,[4/2303.93],729,1836,,,Clergy - Church of England,Narellan,,,[note],
,[4/2303.9],729,1836,,,Clergy - Church of England,Hawkesbury,,,[note],
,[4/2304.1],730,1836,,,Clergy - Church of England,Newcastle,,,[note],
,[4/2304.2],730,1836,,,Clergy - Church of England,Parramatta,,,[note],
,[4/2304.3],730,1836,,,Clergy - Church of England,Pitt Town,,,"in bundle 'Pitt Town, Sackville Reach, Wilberforce'; [note]",
,[4/2304.3],730,1836,,,Clergy - Church of England,Sackville Reach,,,"in bundle 'Pitt Town, Sackville Reach, Wilberforce'; [note]",
,[4/2304.3],730,1836,,,Clergy - Church of England,Wilberforce,,,"in bundle 'Pitt Town, Sackville Reach, Wilberforce'; [note]",
,[4/2304.4],730,1836,,,Clergy - Church of England,Port Macquarie,,,[note],
,[4/2304.5],730,1836,,,Clergy - Church of England,Richmond,,,[note],
,[4/2304.6],730,1836,,,Clergy - Church of England,Sydney,,St James,[note],
,[4/2304.7],730,1836,,,Clergy - Church of England,Sydney,,St Philips,[note],
,[4/2304.8],730,1836,,,Clergy - Church of England,Sutton Forest,,,[note],
,[4/2304.91],730,1836,,,Clergy - Church of England,Wollongong,,,[note],
,[4/2304.9],730,1836,,,Clergy - Church of England,Windsor,,,[note],
,[4/2305.1],731,1836,,,Clergy - Church of England,,,,"Baptisms, etc (photocopy at COD119)",
,[4/2305.2],731,1836,,,Clergy - Presbyterian,,,,[note],
,[4/2305.3],731,1836,,,Clergy - Roman Catholic,,,,[note],
,[4/2306.1],,1836,,,Colonial Architect,,,,,
,[4/2306.2],,1836,,,Commissariat,,,,,
,[4/2307.1],,1836,,,Clerks of the Peace,,,,,
,[4/2307.2],,1836,,,Convicts - Commissioners of Assignment,,,,,
,[4/2307.3],,1835,,,Convicts,,,,part 3 of 4 for 1835,
,[4/2308],,1835,,,Convicts,,,,part 4 of 4 for 1835,
,[4/2309],2203,1836,,,Convicts - Petitions,,,,,
,[4/2310],,1836,,,Convicts,,,,part 1 of 3 for 1836,
,[4/2311],,1836,,,Convicts,,,,part 2 of 3 for 1836,
,[4/2312],,1836,,,Convicts,,,,part 3 of 3 for 1836,
,[4/2313.1],,1836,,,Councils,,,,,
,[4/2313.2],,1836,,,Court of Claims,,,,,
,[4/2313.3],,1836,,,Country Requisitions,,,,mostly for police watchhouses and lockups,
,[4/2313.4],,1836,,,Court of Requests,,,,,
,[4/2314.1],,1836,,,Crown Solicitor,,,,,
,[4/2314.2],,1836,,,Attorney General,,,,in bundle 'Attorney General and Solicitor General',
,[4/2314.2],,1836,,,Solicitor General,,,,in bundle 'Attorney General and Solicitor General',
,[4/2315.1],,1836,,,Collector of Internal Revenue,,,,,
,[4/2315.2],,1836,,,Customs,,,,,
,[4/2316.1],,1836,,,Distilleries,,,,,
,[4/2316.2],,1836,,,India,India,,,,
,[4/2316.2],,1836,,,Western Australia,Western Australia,,,,
,[4/2316.3],2203,1836,,,Emigration,,,,"photocopy of list of immigrants arriving per ""Duchess of Northumberland"" at COD394",
,[4/2316.4],,1836,,,Engineer,,,,,
,[4/2316.5],,1836,,,Estimates,,,,for 1837,
,[4/2317.1],,1836,,,Church and School Estates,,,,,
,[4/2317.2],,1836,,,Female Factory,,,,,
,[4/2318],,1836,,,Surveyor General,,,,letters transmitting descriptions of land,
,[4/2319],,1836,,,Harbour Master,,,,,
,[4/2320.1],,1836,,,Medical,,,,,
,[4/2320.2],2203,1836,,,Miscellaneous Persons A,,,,,
,[4/2320.3],2203,1836,,,Miscellaneous Persons B,,,,,
,[4/2320.4],2203,1836,,,Miscellaneous Persons C,,,,,
,[4/2321.1],2204,1836,,,Miscellaneous Persons D,,,,,
,[4/2321.2],2204,1836,,,Miscellaneous Persons E,,,,,
,[4/2321.3],2204,1836,,,Miscellaneous Persons F,,,,,
,[4/2321.4],2204,1836,,,Miscellaneous Persons G,,,,,
,[4/2321.5],2204,1836,,,Miscellaneous Persons H,,,,,
,[4/2321.6],2204,1836,,,Miscellaneous Persons I,,,,,
,[4/2321.7],2204,1836,,,Miscellaneous Persons J,,,,,
,[4/2322.1],2204,1836,,,Miscellaneous Persons K,,,,,
,[4/2322.2],2204,1836,,,Miscellaneous Persons L,,,,,
,[4/2322.3],2204,1836,,,Miscellaneous Persons M,,,,,
,[4/2322.4],2204,1836,,,Miscellaneous Persons N,,,,,
,[4/2322.5],2204,1836,,,Miscellaneous Persons O,,,,,
,[4/2322.6],2204,1836,,,Miscellaneous Persons P,,,,,
,[4/2323.1],2205,1836,,,Miscellaneous Persons R,,,,,
,[4/2323.2],2205,1836,,,Miscellaneous Persons S,,,,,
,[4/2323.3],2205,1836,,,Miscellaneous Persons T,,,,,
,[4/2323.4],2205,1836,,,Miscellaneous Persons U,,,,,
,[4/2323.5],2205,1836,,,Miscellaneous Persons W,,,,,
,[4/2323.6],2205,1836,,,Miscellaneous Persons Y,,,,,
,[4/2324],,1836,,,Miscellaneous,,,,part 1 of 2 for 1836,
,[4/2325.1],,1836,,,Miscellaneous,,,,part 2 of 2 for 1836,
,[4/2325.2],,1836,,,Missionaries,,,,,
,[4/2325.3],,1836,,,Museum,,,,,
,[4/2325.4],,1836,,,Moreton Bay,Moreton Bay,,,,
,[4/2326.1],,1836,,,Military,,,,in bundle 'Naval and Military',
,[4/2326.1],,1836,,,Naval,,,,in bundle 'Naval and Military',
,[4/2326.2],,1836,,,New Zealand,New Zealand,,,,
,[4/2327.1],,1836,,,Norfolk Island,Norfolk Island,,,,
,[4/2327.2],,1836,,,Ordnance,,,,,
,[4/2328.1],,1836,,,Orphan School - Female,,,,,
,[4/2328.2],,1836,,,Orphan School - Male,,,,,
,[4/2328.3],2205,1836,,,Petitions,,,,,
,[4/2328.4],,1836,,,Police,Argyle,,,,
,[4/2329.1],,1836,,,Police,Bathurst,,,,
,[4/2329.2],,1836,,,Police,Bong Bong,,,,
,[4/2329.3],,1836,,,Police,Brisbane Water,,,,
,[4/2329.4],,1836,,,Police,Bungonia,,,,
,[4/2329.5],,1836,,,Police,Campbelltown,,,,
,[4/2329.6],,1836,,,Police,Cassilis,,,,
,[4/2329.7],,1836,,,Police,Dungog,,,,
,[4/2330.1],,1836,,,Police,Goulburn,,,,
,[4/2330.2],,1836,,,Police,Invermein,,,,
,[4/2330.3],,1836,,,Police,Liverpool,,,,
,[4/2330.4],,1836,,,Police,Maitland,,,,
,[4/2330.5],,1836,,,Police,Merton,,,,
,[4/2330.6],,1836,,,Police,Newcastle,,,,
,[4/2331.1],,1836,,,Police,Mount Elrington,,,,
,[4/2331.2],,1836,,,Police,Parramatta,,,,
,[4/2331.3],,1836,,,Police,Paterson,,,,
,[4/2331.4],,1836,,,Police,Patrick's Plains,,,,
,[4/2331.5],,1836,,,Police,Penrith,,,,
,[4/2332.1],,1836,,,Police,Port Macquarie,,,,
,[4/2332.2],,1836,,,Police,Port Stephens,,,,
,[4/2332.3],,1836,,,Police,Stonequarry,,,,
,[4/2333.1],,1836,,,Police,Strathalan,,,,
,[4/2333.2],,1836,,,Police,Sydney,,,,
,[4/2334.1],,1836,,,Police,Vale of Clwyd,,,,
,[4/2334.2],,1836,,,Police,Windsor,,,,
,[4/2334.3],,1836,,,Police,Wollongong,,,,
,[4/2334.4],,1836,,,Police,Yass,,,,
,[4/2334.5],,1836,,,Port Phillip,Port Phillip,,,,
,[4/2335.1],,1836,,,Postmaster General,,,,,
,[4/2335.2],2203,1836,,,Convicts - Tickets of Leave,,,,1835-36,
,[4/2335.3],,1836,,,Public Stores and Buildings,,,,1826-31,
,[4/2336],,1836,,,Public Stores and Buildings,,,,1832-36,
,[4/2337],,1836,,,Sheriff and Gaolers,,,,,
,[4/2338.1],,1836,,,Supreme Court,,,,,
,[4/2338.2],,1836,,,Surveyor General,,,,part 1 of 3 for 1836,
,[4/2339],,1836,,,Surveyor General,,,,part 2 of 3 for 1836,
,[4/2340],,1836,,,Surveyor General,,,,part 3 of 3 for 1836,
,[4/2341.1],,1836,,,Mineral Surveyor,,,,,
,[4/2341.3],,1836,,,Treasurer,,,,,
,[4/2341.4],,1836,,,Van Diemen's Land,Van Diemen's Land,,,,
,[4/2342.1],,1837,,,Auditor General,,,,,
,[4/2342.2],,1837,,,Banks,,,,,
,[4/2342.3],,1837,,,Clergy - Baptist,,,,,
,[4/2342.4],,1837,,,Benevolent Asylum,,,,,
,[4/2343.1],,1837,,,Botanist,,,,,
,[4/2343.2],,1837,,,Bishop of Australia,,,,,
,[4/2343.3],732,1837,,,Clergy - Church of England,Bathurst,,,[note],
,[4/2343.4],732,1837,,,Clergy - Church of England,Campbelltown,,,[note],
,[4/2343.5],732,1837,,,Clergy - Church of England,Castlereagh,,,[note],
,[4/2343.6],732,1837,,,Clergy - Church of England,Field of Mars,,,[note],
,[4/2343.7],732,1837,,,Clergy - Church of England,Liverpool,,,[note],
,[4/2343.8],732,1837,,,Clergy - Church of England,Maitland,,,[note],
,[4/2344.1],732,1837,,,Clergy - Church of England,Narellan,,,[note],
,[4/2344.2],732,1837,,,Clergy - Church of England,Newcastle,,,[note],
,[4/2344.3],732,1837,,,Clergy - Church of England,Parramatta,"Bobart, Revd",,[note],
,[4/2344.4],732,1837,,,Clergy - Church of England,Parramatta,"Marsden, Revd",,[note],
,[4/2344.5],732,1837,,,Clergy - Church of England,Port Macquarie,,,[note],
,[4/2344.6],732,1837,,,Clergy - Church of England,Port Stephens,,,[note],
,[4/2344.7],732,1837,,,Clergy - Church of England,Sutton Forest,,,[note],
,[4/2344.8],732,1837,,,Clergy - Church of England,Sydney,,St James,[note],
,[4/2345.1],733,1837,,,Clergy - Church of England,Sydney,,St Philips,[note],
,[4/2345.2],733,1837,,,Clergy - Church of England,Richmond,,,in bundle 'Windsor & Richmond'; [note],
,[4/2345.2],733,1837,,,Clergy - Church of England,Windsor,,,in bundle 'Windsor & Richmond'; [note],
,[4/2345.3],733,1837,,,Clergy - Church of England,Wollongong,,,[note],
,[4/2345.4],733,1837,,,Clergy - Church of England,,,,"Returns of baptisms, marriages and burials (photocopy at COD119)",
,[4/2345.5],733,1837,,,Clergy - Presbyterian,Maitland,,,[note],
,[4/2345.6],733,1837,,,Clergy - Presbyterian,Pitt Town,,,"in bundle 'Pitt Town, Portland Head'; [note]",
,[4/2345.6],733,1837,,,Clergy - Presbyterian,Portland Head,,,"in bundle 'Pitt Town, Portland Head'; [note]",
,[4/2346.1],733,1837,,,Clergy - Presbyterian,Sydney,,,[note],
,[4/2346.2],733,1837,,,Clergy - Presbyterian,Bathurst,,,[note],
,[4/2346.3],733,1837,,,Clergy - Roman Catholic,Campbelltown,,,[note],
,[4/2346.4],733,1837,,,Clergy - Roman Catholic,Hyde Park,,,[note],
,[4/2346.5],733,1837,,,Clergy - Roman Catholic,Maitland,,,[note],
,[4/2346.6],733,1837,,,Clergy - Roman Catholic,Parramatta,,,[note],
,[4/2346.7],733,1837,,,Clergy - Roman Catholic,Sydney,"McEncroe, Revd",,[note],
,[4/2346.8],,1837,,,Clergy - Roman Catholic,Sydney,"Polding, Revd",,,
,[4/2346.9],733,1837,,,Clergy - Roman Catholic,Windsor,,,[note],
,[4/2347.1],,1837,,,Colonial Agent,,,,,
,[4/2347.2],,1837,,,Colonial Architect,,,,,
,[4/2348.1],,1837,,,Commissariat,,,,,
,[4/2348.2],,1837,,,Commissioners of Crown Lands,,,,,
,[4/2349],,1837,,,Colonial Storekeeper,,,,part 2 of 2 for 1837,
,[4/2350.1],,1837,,,Convicts - Commissioners of Assignment,,,,,
,[4/2350.2],,1837,,,Colonial Storekeeper,,,,part 1 of 2 for 1837,
,[4/2351],,1837,,,Convicts,,,,part 1 of 6 for 1837,
,[4/2352],,1837,,,Convicts,,,,part 2 of 6 for 1837,
,[4/2353],,1837,,,Convicts,,,,part 3 of 6 for 1837,
,[4/2354.1],,1837,,,Convicts,,,,part 4 of 6 for 1837,
,[4/2354.2],,1837,,,Court of Claims,,,,,
,[4/2354.3],,1837,,,Councils,,,,,
,[4/2355.1],,1837,,,Court of Requests,,,,,
,[4/2355.2],,1837,,,Crown Solicitor,,,,part 1 of 3 for 1837,
,[4/2356],,1837,,,Crown Solicitor,,,,part 2 of 3 for 1837,
,[4/2357.1],,1837,,,Crown Solicitor,,,,part 3 of 3 for 1837,
,[4/2357.2],,1837,,,Customs,,,,,
,[4/2357.3],,1837,,,Distilleries,,,,,
,[4/2358.1],,1837,,,Engineer,,,,,
,[4/2358.2],,1837,,,Estimates,,,,,
,[4/2359.1],,1837,,,Female Factory,,,,,
,[4/2359.2],,1837,,,Foreign,,,,,
,[4/2359.3],,1837,,,Medical,,,,,
,[4/2360],,1839,,,Surveyor General,,,,"letters transmitting descriptions of land, 1837-39",
,[4/2361.1],2206,1837,,,Miscellaneous Persons A,,,,,
,[4/2361.2],2206,1837,,,Miscellaneous Persons B,,,,,
,[4/2361.3],2206,1837,,,Miscellaneous Persons C,,,,,
,[4/2361.4],2206,1837,,,Miscellaneous Persons D,,,,,
,[4/2362.1],2206,1837,,,Miscellaneous Persons E,,,,,
,[4/2362.2],2206,1837,,,Miscellaneous Persons F,,,,,
,[4/2362.3],2206,1837,,,Miscellaneous Persons G,,,,,
,[4/2362.4],2206,1837,,,Miscellaneous Persons H,,,,,
,[4/2362.5],2206,1837,,,Miscellaneous Persons I,,,,,
,[4/2362.6],2206,1837,,,Miscellaneous Persons J,,,,,
,[4/2362.7],2206,1837,,,Miscellaneous Persons K,,,,,
,[4/2363.1],2207,1837,,,Miscellaneous Persons L,,,,,
,[4/2363.2],2207,1837,,,Miscellaneous Persons M,,,,,
,[4/2363.3],2207,1837,,,Miscellaneous Persons N,,,,,
,[4/2363.4],2207,1837,,,Miscellaneous Persons O,,,,,
,[4/2364.1],2207,1837,,,Miscellaneous Persons P,,,,,
,[4/2364.2],2207,1837,,,Miscellaneous Persons R,,,,,
,[4/2364.3],2207,1837,,,Miscellaneous Persons S,,,,,
,[4/2364.4],2207,1837,,,Miscellaneous Persons T,,,,,
,[4/2364.5],2207,1837,,,Miscellaneous Persons U,,,,,
,[4/2364.6],2207,1837,,,Miscellaneous Persons V,,,,,
,[4/2365.1],2207,1837,,,Miscellaneous Persons W,,,,,
,[4/2365.2],2207,1837,,,Miscellaneous Persons Y,,,,,
,[4/2365.3],,1837,,,Miscellaneous,,,,unregistered,
,[4/2367.1],,1837,,,Moreton Bay,Moreton Bay,,,,
,[4/2367.2],,1837,,,Missionaries,,,,,
,[4/2367.3],,1837,,,Military,,,,in bundle 'Military and Naval',
,[4/2367.3],,1837,,,Naval,,,,in bundle 'Military and Naval',
,[4/2368.1],,1837,,,Museum,,,,,
,[4/2368.2],,1837,,,New Zealand,New Zealand,,,,
,[4/2368.3],,1837,,,Norfolk Island,Norfolk Island,,,,
