Date,Surname,FirstName,Station,Description,Citation,Remarks
1844,Brown,James,Grange,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: Alexander Wall.
1 July 1845,Brown,James,Grange Burn,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Alexander Watt.
1846,Brown,James,Grange Burn,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: Alexander Watt.
1842,Brown,Jno,Murrony,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 22",Superintendent: Jno Brown.
1847,Brown,R,Cuthendina,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 49",Superintendent: R Brown.
1845,Brown,R,Coolandima,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 42",Superintendent: R Brown.
1839,Brown,R,Kaigan,Hunter Graham District of Brisbane & Wellington,"NRS 906 [X814]; Reel 2748-2749, Page 55",Superintendent: R Brown.
1839,Brown,R,Illamussullia,Hunter Graham District of Brisbane & Wellington,"NRS 906 [X814]; Reel 2748-2749, Page 55",Superintendent: J Brown.
1845,Brown,R,Albury,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 43",Superintendent: R Brown.
10 July 1839,Brown,Robert,Crossing Place Murray,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 5",Superintendent: Robert Brown.
1842,Brown,T,Wourrough,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: T Brown.
1846,Brown,T A,Mustons Creek,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",
1845,Brown,T A,Nil,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent:  Nil.
1846,Brown,T A,Mt Napier,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",Superintendent: T A Brown.
1846,Brown,T A,Mt Elephant,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",Superintendent: T A Brown.
1846,Brown,T A,Mustons Creek,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",Superintendent: T A Brown.
1846,Brown,T A,Mt Napier,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",
1846,brown,T A,Mt Elephant,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",
1846,Brown,T A,Squattlesea,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: T A Brown.
1842,Brown,Thos,Wourrough,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: Thos Brown.
1 July 1845,Brown,Thos Alexander,Iguattusea,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 40",Superintendent: T A Brown.
1839,Brown,William,Carrigain,Graham O'Hunter on Brisbane and Wellington,"NRS 906 [X814]; Reel 2748-2749, Page 53",Superintendent: William Brown.
1842,Brown & Clark,,Gooranadder,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 19",Superintendent:  Brown & Clark.
1844,Brown & CO,,Muston Creek,Foster Fyans Portland Bay May 1844,"NRS 1391 [X690]; Reel 2756, Page 17",Superintendent:  Brown & CO.
8 April 1844,Brown & Thompson,,Meannia,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 48",Superintendent:  Brown & Thompson.
July 1839,Browne,H H,Keddliston,George James Macdonald Esq County of Brisbane,"NRS 906 [X816]; Reel 2748-2749, Page 2",Superintendent: H Nicol.
1844,Brownes,,Grange,Foster Fyans Portland Bay June 1844,"NRS 1391 [X690]; Reel 2756, Page 19",Superintendent:  Watt.
1845,Bruce,James,Salt Water Creek,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: James Bruce.
1 July 1842,Bruce,James,Salt Water Creek,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 17",Superintendent: James Bruce.
1844,Bruce,James,Salt Water Creek,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 34",Superintendent: James Bruce.
1845,Bryan,John,Duckpool,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: John Bryan.
22 May 1844,Bryant,G B,Bolbire,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 4",Superintendent: G Bryant.
8 April 1844,Bryant,George,Booloore,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 47",Superintendent: George Bryant.
8 April 1844,Bryant,George,Booloom,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 79",Superintendent: George Bryant.
8 April 1844,Bryant,George,Booloore,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 49",Superintendent: George Bryant.
8 April 1844,Bryant,George,Booloore,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 30",Superintendent: George Bryant.
8 April 1844,Bryant,George,Gombogondin,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 14",Superintendent: George Bryant.
January 1840,Bryant,George R,Bullaree,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 26",Superintendent: Thomas Cummings.
1841,Bryant,H,Bolaree,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 1",Superintendent: W Cumming.
December 20 1841,Bryant,M,Bolaree,Edgar Beckham County of King Binalong Dec 20 1841,"NRS 906 [X811]; Reel 2748-2749, Page 2",Superintendent: William Cummings.
1846,Bryce,John Jas,Hammocks,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: John Jas Bryce.
8 April 1844,Bryden,Benjamin,Tumelong,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 77",Superintendent: Silverius Daniels.
8 April 1844,Bryden,Benjamin,Wallawola,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 29",Superintendent: Silvirius Daniels.
8 April 1844,Bryden,Benjamin,Grimsloring,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 29",Superintendent: Silvirius Daniels.
8 April 1844,Bryden,Benjamin,Walla Walla,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 77",Superintendent: Charles Berther.
1846,Bryn,John Jas,Sheep Hut,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",
1846,Bryn,John Jas,Sheep Flat,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7a",Superintendent: John Jas Bryn.
1844,Buchanan,,L Station,Forster Fyans Normanby November 1844,"NRS 1391 [X690]; Reel 2756, Page 30",Superintendent:  Buchanan.
1840,Buchanan,C,Carlisle Gully,George James McDonald Brisbane 1 Jan - 6 May 1840,"NRS 906 [X816]; Reel 2748-2749, Page 14",Superintendent:  Proprietors.
1 July 1845,Buchanan,John,Kilmerie,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 40",Superintendent: C Thomas.
1845,Buchanan & Mollison,,Drysdale,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 46",Superintendent: Chas Thomas.
1845,Buchanan J S,,Lake Wallace,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 46",Superintendent: Charles Thomas.
8 April 1844,Buck,Abel,Back Creek,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 34",Superintendent: Abel Buck.
1842,Buckland,,Rocky Passes,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent:  Buckland.
1842,Buckland,,Barwidgee,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 20",Superintendent:  Williamson.
1842,Buckland,J,Barwidgee,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 24",Superintendent: W Williamson.
1842,Buckland,J,Rocky Passes,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 21",Superintendent: J Buckland.
1842,Buckland,J,Rocky Passes,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: J Buckland.
1842,Buckland,J,Barwidgee,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 14",Superintendent: William Tyson.
1842,Buckland,Jno,Rocky Passes,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 13",Superintendent: Jno Buckland.
10 July 1839,Buckland,John,Puttatop,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 9",Superintendent: Alexander Livingston.
January 1845,Buckley,E,Gammov,Charles J Tyers District of Gipps Land,"NRS 906 [X818]; Reel 2748-2749, Page 44",Superintendent: P Buckley.
January 1845,Buckley,E,Gannons Creek,Charles J Tyers District of Gipps Land,"NRS 906 [X818]; Reel 2748-2749, Page 50",Superintendent: P Buckley.
January 1845,Buckley,E,Tarra,Charles J Tyers District of Gipps Land,"NRS 906 [X818]; Reel 2748-2749, Page 43",Superintendent: P Buckley.
January 1845,Buckley,E,Torra,Charles J Tyers District of Gipps Land,"NRS 906 [X818]; Reel 2748-2749, Page 49",Superintendent: P Buckley.
August 1843,Buckley,Edmund,Wolleroy Creek,Itinerary of John Lambie County of Murray and St Vincent August 1843 to April 1844,NRS 905 [4/10803.2]; Page 13,Superintendent: Edmund Buckley.
1839,Buckley,Edward,Wobway,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 17",Superintendent: John Burke.
1839,Buckley,Edward,Buckleys Creek,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 9",Superintendent: John Buckley.
1839,Buckley,Henry,Arrabble,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 17",Superintendent: Henry Buckley.
August 1843,Buckley,Henry,Arrable,Itinerary of John Lambie County of Murray and St Vincent August 1843 to April 1844,NRS 905 [4/10803.2]; Page 3,Superintendent: Henry Buckley.
1837,Buckley,J & Co,Deptford,Henry Oakes Esq Northward of the county of Gloucester and Port Macquarie,"NRS 906 [X817]; Reel 2748-2749, Page 25",Superintendent: J & Co Buckley.
1844,Buckley,P,Merrymans Creek,Charles J Tyers District of Gips Land,"NRS 906 [X818]; Reel 2748-2749, Page 33",Superintendent: P Buckley.
January 1845,Buckley,P,Coady Vale,Charles J Tyers District of Gipps Land,"NRS 906 [X818]; Reel 2748-2749, Page 44",Superintendent: P Buckley.
January 1845,Buckley,P,Coady Vale,Charles J Tyers District of Gipps Land,"NRS 906 [X818]; Reel 2748-2749, Page 50",Superintendent: P Buckley.
1844,Buckley,P,Coady Vale,Charles James Tyers Gips Land and Port Phillip,"NRS 906 [X818]; Reel 2748-2749, Page 40",Superintendent: P Buckley.
1844,Buckley,P,Merrymans Creek,Charles J Tyers District of Gips Land,"NRS 906 [X818]; Reel 2748-2749, Page 31",Superintendent: P Buckley.
1844,Buckley,P,Coady Vale,Charles J Tyers District of Gips Land,"NRS 906 [X818]; Reel 2748-2749, Page 36",Superintendent: P Buckley.
1842,Bucknall,,,Frederick Armand Powlett Commissioner of Crown Lands Western Port Counties Bourke Called Western Port,"NRS 906 [X817]; Reel 2748-2749, Page 62",Superintendent:  Bucknall.
1 July 1845,Budie & Sinclair,,Wermeray,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Alexander Mill.
1845,Bule,J,Canolang,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 72",Superintendent:  Haddock.
1846 December,Bull,Captain,Cananlgan,William Colburn Mayne Itinerearies district of Wellington,"NRS 906 [X817]; Reel 2748-2749, Page 2",Superintendent: W McDermott.
1845,Bull,J,Canolang,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 72",Superintendent:  Haddock.
1846,Bull,Joseph,Gingery,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 43",Superintendent: W T Hingston.
1846,Bull,Joseph,Gingery,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 45",Superintendent: William Richards.
1 July 1845,Bunburry,R H,Barton,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: Edward Grigsby.
1 July 1845,Bunburry,R H,Moora Moora,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 39",Superintendent: James Young.
1845,Bunbury,B H,Moora Moora,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 45",Superintendent: Edward Grigsley.
1844,Bunbury,G H,Barton,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 33",Superintendent: Edward Quigley.
January 1844,Bunbury,N H,Barton,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 1",Superintendent: Edward Quigley.
1846,Bunbury,R & H,Barton,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 7",Superintendent: E Gregsby.
