,SURNAME,FIRSTNAME,RESIDENCE,DISTRICT,SITUATION,DATE OF LICENCE,LICENCE,COPY,ITEM,REMARKS,SERIES,
,DOBIE,John,-,Clarence River,Gordon Brook,16/09/1845,0250,5079,[4/105],,NRS 14363,
,DOCKER,Joseph,Buntharambo Plains,Murrumbidgee,"Buntharambo Plains, District of the Ovens River",30/09/1842,0762,5071,[4/96],,NRS 14363,
,DOCKER,Joseph,Buntharambo Plains,Murrumbidgee,Buntharambo Plains,24/10/1842,0750,5071,[4/96],,NRS 14363,
,DOCKER,Joseph,Buntharambo Plains,Murrumbidgee,Buntharambo Plains on the Ovens River,24/10/1851,0762,5081,[4/112],,NRS 14363,
,DOCKER,Joseph,Borrowamber Plains,Murrumbidgee,Borrowamber Plains,17/03/1840,0602,5069,[4/93],,NRS 14363,
,DOCKER,Joseph (Reverend),Clifton,Liverpool Plains,Western,04/02/1837,0190,GvtG,,,NRS 14363,
,DOGHERTY,John,Yass,Yass,South Western,17/01/1838,0003,5067,[4/91],,NRS 14363,
,DOHERTY,John,Cunningham Plains,Yass (beyond),South Western,14/01/1837,0101,GvtG,,,NRS 14363,
,DONALD,D,Meadows (The),Wellington,Meadows (The),12/09/1842,0374,5073,[4/98],,NRS 14363,
,DONALD,David,Meadows (The),Wellington,"Meadow Creek, watered by a spring at the head of Meadow Creek",23/07/1841,0202,5070,[4/95],Other names mentioned: MELVILLE and ANDREW,NRS 14363,
,DONALD,David,-,Wellington,Meadows,01/09/1843,0194,5075,[4/101],,NRS 14363,
,DONALD,David,Medows near Wambangulan,Wellington,Medows near Wambangulang and Watenaby a spring at the head of Medow creek,10/11/1840,0551,5070,[4/94],,NRS 14363,
,DONALDSON,S A,-,New England,Tenterfield,30/09/1845,0693,5080,[4/107],,NRS 14363,
,DONALDSON,S A,-,New England,Tenterfield,28/09/1844,0472,5078,[4/102],,NRS 14363,
,DONISON,(Messrs),Cassillas (Near),Clarence River,Richmond River (On the),01/06/1843,0745,5074,[4/99],and HAMILTON,NRS 14363,
,DORRINGTON,Francis,"Muckenjoura, Pages River",Liverpool Plains,Muckenjoura (Mr Town's run Station called Muckenoura),24/06/1840,0032,5069,[4/93],Other names mentioned: TOWN (Mr) (Station),NRS 14363,
,DOW,John,Ardenhall,New England,North Eastern Limits,07/10/1839,0442,5068,[4/92],,NRS 14363,
,DOW,John,Hunters River,Liverpool Plains,Breeza and Longpoint,25/07/1839,0204,5068,[4/92],,NRS 14363,
,DOW,John,"Arden Hall, Invermien",New England,Ingalba; Doorundoonbi,23/06/1840,0028,5069,[4/93],,NRS 14363,
,DOW,John,"Arden Hall, Invermien",New England,Ingalba; Woorundoonba?/Uroondoomba?,26/06/1841,0021,5070,[4/95],,NRS 14363,
,DOW,John,-,New England,Ingleba,21/09/1844,0336,5077,[4/103],(Trustees of),NRS 14363,
,DOW,John,Long Point,New England and Liverpool Plains,Inglebee,30/09/1843,0491,5076,[4/100],,NRS 14363,
,DOW,John,-,Liverpool Plains,Long Point,21/09/1844,0335,5077,[4/103],(Trustees of),NRS 14363,
,DOW,John,"Arden Hall, Invermien",Liverpool Plains,Long Point,10/08/1841,0279,5072,[4/97],,NRS 14363,
,DOW,John,"Arden Hall, Invermien",Liverpool Plains (Adjoining district),Long Point,30/06/1840,0143,5069,[4/93],Licence No.40/28),NRS 14363,
,DOW,John,Invermien,Liverpool Plains and New England,Long Point and Ingalba,30/08/1842,0312,5073,[4/98],,NRS 14363,
,DOWD,John,-,Lachlan,Groat,25/09/1845,0449,5080,[4/107],,NRS 14363,
,DOWNES,H T?,Sydney,Wellington,Garra,06/08/1844,0101,5077,[4/103],,NRS 14363,
,DOWNEY,Robert,Gilmore Creek,Murrumbidgee,Southern Limits (The),09/11/1839,0509,5069,[4/93],,NRS 14363,
,DOWNEY,Robert,Gilmore Creek,Murrumbidgee,Gilmore Creek,25/09/1841,0685,5071,[4/96],,NRS 14363,
,DOWNEY,Robert,Gilmore Creek,Murrumbidgee,"Gilmore Creek, Tumut River",25/09/1841,0459,5072,[4/97],,NRS 14363,
,DOWNEY,Robert,Gilmore Creek,Murrumbidgee,Gilmore Creek on Tumut River,22/06/1842,0032,5073,[4/98],,NRS 14363,
,DOWNIE,Robert,Gillmore Creek,Murrumbidgee,Gillmore Creek,05/07/1843,0015,5075,[4/101],,NRS 14363,
,DOWNIE,Robert,-,Murrumbidgee,Gilma Creek,05/12/1845,1073,5081,[4/106],,NRS 14363,
,DOWNIE,Robert,-,Murrumbidgee,Gilmore,06/06/1845,0877,5078,[4/104],,NRS 14363,
,DOWSE,Thomas,Gimboomba,Moreton Bay,Gimboomba,15/08/1845,0032,5079,[4/105],,NRS 14363,
,DOYLE,A B,-,Liverpool Plains,Cooma,22/10/1845,0979,5081,[4/106],"and DOYLE, F M",NRS 14363,
,DOYLE,A B,-,Liverpool Plains,Nunaby,18/10/1845,0976,5081,[4/106],"and DOYLE, F M",NRS 14363,
,DOYLE,A B (Mr),-,Liverpool Plains,"Nurraby, Brigalo Creek",11/09/1844,0277,5077,[4/103],"and DOYLE, F M (Mr)",NRS 14363,
,DOYLE,C M,"Widdom, Maitland",Liverpool Plains,Narraby or Gunyda Willybum and Thurra Mullin on Nammoy River,08/07/1842,0112,5073,[4/98],,NRS 14363,
,DOYLE,C M,Windsor,Liverpool Plains,Northern,21/04/1838,0083,5067,[4/91],Sent by post,NRS 14363,
,DOYLE,C M,Ullenbawn,Liverpool Plains,Northern,14/01/1837,0018,GvtG,,,NRS 14363,
,DOYLE,C M,"Widdom, Maitland",Liverpool Plains,Narrabry or Gunyda Willylaw and Thurra Mullin on the Namoi River,30/06/1841,0049,5070,[4/95],,NRS 14363,
,DOYLE,C M,Narraby,Liverpool Plains,Narraby,26/08/1843,0157,5075,[4/101],,NRS 14363,
,DOYLE,Cyrus Mathew,"Midlorn?, Maitland",Maneroo,Nurruby; Gerryda?/Gennyda?; Willylaw; Thurra Mullin on the Namoi River,25/06/1840,0039,5069,[4/93],,NRS 14363,
,DOYLE,Cyrus Mathew,Ulin Bawn Windsor,Liverpool Plains,Gunnyda on Namoi River,01/07/1839,0004,5068,[4/92],,NRS 14363,
,DOYLE,F M,-,Liverpool Plains,Cooma,22/10/1845,0979,5081,[4/106],"and DOYLE, A B",NRS 14363,
,DOYLE,F M,-,Liverpool Plains,Nunaby,18/10/1845,0976,5081,[4/106],"and DOYLE, A B",NRS 14363,
,DOYLE,F M (Mr),-,Liverpool Plains,"Nurraby, Brigalo Creek",11/09/1844,0277,5077,[4/103],"and DOYLE, A B (Mr)",NRS 14363,
,DOYLE,J G,-,Liverpool Plains,Willolan; Murrumbone,11/09/1844,0278,5077,[4/103],,NRS 14363,
,DRAKE,W,Sydney,Liverpool Plains,Coongorrana,14/10/1840,0534,5070,[4/94],and CO,NRS 14363,
,DRAKE,William,Sydney,Liverpool Plains,-,28/06/1842,0718,5071,[4/96],and CO,NRS 14363,
,DRAKE,William,"Sydney, Kent Street",Liverpool Plains,Gwydir River (Branch of),06/09/1839,0343,5068,[4/92],,NRS 14363,
,DRISCOLL,Daniel,Maneroo,Maneroo,Southern,25/04/1838,0086,5067,[4/91],"Other names mentioned: LAMBIE (Mr) (CCL); Gratis as authorised of Colonial Secretary's letter dated 19 April 1938, No 38/60 sent by post to Mr Lambie CCL",NRS 14363,
,DRISCOLL,Daniel,Maneroo,Maneroo,Southern,14/08/1837,0376,5067,[4/91],,NRS 14363,
,DRISCOLL,Daniel,-,Maneroo,-,12/09/1844,0280,5077,[4/103],,NRS 14363,
,DRISCOLL,Daniel,Eucombeen,Maneroo,Eucombeen,21/09/1843,0307,5075,[4/101],,NRS 14363,
,DRISCOLL,Daniel,Maneroo,Maneroo,Eucomben,19/09/1842,0412,5074,[4/99],,NRS 14363,
,DRISCOLL,Daniel,Little River,Maneroo,Eucombene,12/10/1839,0455,5068,[4/92],"Authorised by Colonial Secretary, letter of 28/8/1839 No 39/170",NRS 14363,
,DRISCOLL,Daniel,Maneroo,Maneroo,Eucombene,12/06/1841,0635,5070,[4/95],,NRS 14363,
,DRISCOLL,Daniel,Maneroo,Maneroo,Eucumbene,13/09/1841,0404,5072,[4/97],,NRS 14363,
,DRISCOLL,Daniel,-,Maneroo,Eucumbene,26/09/1845,0492,5080,[4/107],,NRS 14363,
,DRUITT,G,Mount Druitt,Bransbrilla,Northern,14/01/1837,0062,GvtG,,,NRS 14363,
,DRUITT,George,-,Liverpool Plains,Burramballah,28/10/1844,0701,5078,[4/102],(Trustees of),NRS 14363,
,DRUITT,George,Mount Druitt,-,Northern?/Southern?,10/04/1838,0074,5067,[4/91],Other names mentioned: WILLIAMS (Mr),NRS 14363,
,DRUITT,George,-,Liverpool Plains,Barumbulluh,12/08/1843,0771,5074,[4/99],(estate of the late),NRS 14363,
,DRUITT,George,"Mount Druitt, Penrith",Liverpool Plains,Berrumbolah; Warrien; Jurren?; Barwin,12/07/1841,0165,5070,[4/95],,NRS 14363,
,DRUITT,George,Penrith,Liverpool Plains,Burrumbulla; Yammingba; Bora; Gorawilla and Billiga,01/07/1839,0035,5068,[4/92],,NRS 14363,
,DRUITT,George,-,Liverpool Plains,Burrumbulla; Warrien; Gunnoo; Bora,04/02/1846,1143,5081,[4/106],(Executors of),NRS 14363,
,DRUITT,George,Mount Druitt,Liverpool Plains,Burumbulla,25/07/1840,0198,5069,[4/93],,NRS 14363,
,DRUITT,George,-,Liverpool Plains,Burumbulluh,12/08/1843,0115,5075,[4/101],(Estate of the late),NRS 14363,
,DRUMGOLD,William,Burrowa,Lachlan,Goba Creek,03/06/1844,0774,5076,[4/100],,NRS 14363,
,DRUMGOLD,William,-,Lachlan,Gobar Creek,30/09/1845,0822,5081,[4/106],,NRS 14363,
,DRUMGOLD,William,-,Lachlan,-,28/09/1844,0498,5078,[4/102],,NRS 14363,
,DRUMGOULD,William,Geggoulong Creek,Yass,South Western,19/02/1838,0035,5067,[4/91],Other names mentioned: RAYMOND (Mr),NRS 14363,
,DRUMMOND,David,Gilston,Maneroo,Bendetherey,17/10/1839,0466,5068,[4/92],,NRS 14363,
,DRUMMOND,David,Gilston,Maneroo,Bendethery,24/09/1840,0378,5070,[4/94],,NRS 14363,
,DRUMMOND,David,Gilston,Bindethery,Southern,06/07/1838,0303,5067,[4/91],,NRS 14363,
,DRUMMOND,David,-,Maneroo,Bindethery,11/09/1843,0233,5075,[4/101],,NRS 14363,
,DRUMMOND,David,Gilston,Maneroo,Bindethery,16/06/1842,0018,5073,[4/98],,NRS 14363,
,DRUMMOND,David,Gilston,Maneroo,Bindethery,30/08/1841,0349,5072,[4/97],,NRS 14363,
,DUCAT,Charles,-,McLeay River,Werral Creek,30/09/1845,0768,5080,[4/107],,NRS 14363,
,DUCAT,Charles,-,McLeay River,Werral Creek,19/09/1844,0313,5077,[4/103],,NRS 14363,
,DUCAT,Charles,Werral Creek,McLeay River,Werral Creek,06/06/1844,0777,5076,[4/100],,NRS 14363,
,DUCAT,Charles,-,McLeay River,Yarrawall,19/09/1844,0314,5077,[4/103],,NRS 14363,
,DUCAT,Charles,-,McLeay River,Yarrowal,30/09/1845,0769,5080,[4/107],,NRS 14363,
,DUCAT,William,-,Port Macquarie,Moonaba,29/09/1842,0550,5074,[4/99],,NRS 14363,
,DUCAT,William,-,McLeay River,Moonaba,13/12/1843,0645,5076,[4/100],,NRS 14363,
,DUCAT,William,-,McLeay River,Moonaba,30/09/1845,0767,5080,[4/107],,NRS 14363,
,DUCAT,William,-,McLeay River,Moonaba,19/09/1844,0312,5077,[4/103],,NRS 14363,
,DUCAT,William,Moonaba,Port Macquarie,Moonaba,13/09/1841,0400,5072,[4/97],,NRS 14363,
,DUFF,Peter,Jerry's Plains,Liverpool Plains,Northern,23/06/1838,0222,5067,[4/91],,NRS 14363,
,DUFF,Peter,Jerrys Plains,Liverpool Plains,Spring Forest,07/08/1839,0229,5068,[4/92],,NRS 14363,
,DUFF,Peter,Jerry's Plains,Liverpool Plains,Northern,21/01/1837,0151,GvtG,,,NRS 14363,
,DUFFY,Thomas,Mudgee,Bligh,Arbergoaren?,09/08/1839,0247,5068,[4/92],,NRS 14363,
,DUGAN,Richard,Lachlan River,Lachlan,Lachlan River,08/11/1839,0507,5069,[4/93],,NRS 14363,
,DUKE,(Messrs),Queen Charlottes Vale,Wellington,Burrawang; Murangle; Stringy Bark; Doughboy Creek; Springs; Cadrambles; Garotby,18/12/1841,0581,5072,[4/97],and TURNER,NRS 14363,
,DUKE,(Messrs),Bathurst,Wellington,Buckinba and Bogan,02/09/1839,0323,5068,[4/92],and TURNER,NRS 14363,
,DUKE,Robert,Queen Charlottes Vale,Wellington,Burrawong Marangle Stingy Bark Creek; Springs; Cadumbles?; Gurothery?,04/07/1840,0144,5069,[4/93],"and TURNER, Thomas",NRS 14363,
,DULHUNTY,R V,-,Bligh,Reedy Corner,08/12/1845,1086,5081,[4/106],,NRS 14363,
,DULHUNTY,R V,Claremont,Wellington,Western,26/05/1838,0122,5067,[4/91],Other names mentioned: MONTEFIORE and CO (taken by),NRS 14363,
,DULHUNTY,R V,-,Bligh,Spicers Creek,08/12/1845,1088,5081,[4/106],,NRS 14363,
,DULHUNTY,R V,Cullen Bullen,Wellington (beyond),Western,07/03/1837,0280,5067,[4/91],,NRS 14363,
,DULHUNTY,R V,-,Bligh,Burbagil,08/12/1845,1087,5081,[4/106],,NRS 14363,
,DULHUNTY,R V,-,Bligh,Dubbo,09/12/1844,0742,5078,[4/102],,NRS 14363,
,DULHUNTY,R V,-,Wellington,Mount Foster,08/12/1845,1084,5081,[4/106],,NRS 14363,
,DULHUNTY,R V,-,Bligh,Dubbo,08/12/1845,1085,5081,[4/106],,NRS 14363,
,DULHUNTY,R V,Claremont,Bligh,Dubbo,01/07/1841,0097,5070,[4/95],,NRS 14363,
,DULHUNTY,R V,Claremont,Bligh,Dubbo,20/07/1842,0154,5073,[4/98],,NRS 14363,
,DULHUNTY,R V,-,Wellington,Ellingerah,08/12/1845,1083,5081,[4/106],,NRS 14363,
,DULHUNTY,R V,Penrith,Bligh and Wellington,Dubbo,31/08/1843,0185,5075,[4/101],,NRS 14363,
,DULHUNTY,R V,-,Wellington,Ellingerah,09/12/1844,0743,5078,[4/102],,NRS 14363,
,DULHUNTY,Robert Venour,Claremont,Bligh,Dubbo,24/09/1840,0379,5070,[4/94],,NRS 14363,
,DULHUNTY,Robert Venour (Esq),Claremount,Bligh,Dubbo on Macquarie River,09/08/1839,0245,5068,[4/92],,NRS 14363,
,DUMARESQ,Elizabeth Sophia,Muswell Brook,New England,Saumarez,01/10/1839,0426,5068,[4/92],,NRS 14363,
,DUMARESQ,H,St Heliers,New England,Northern,14/01/1837,0084,GvtG,,,NRS 14363,
,DUMARESQ,Sophia,-,New England,Saumarez,25/09/1845,0473,5080,[4/107],or DUMARESQUE,NRS 14363,
,DUMARESQ,Sophia,St Heliers,New England,-,23/06/1841,0014,5070,[4/95],,NRS 14363,
,DUMARESQ,Sophia,St Hilliers,New England,-,30/06/1840,0112,5069,[4/93],or DUMARESQUE,NRS 14363,
,DUMARESQ,Sophia,St Hilliars,New England,Sumarez,21/07/1842,0158,5073,[4/98],,NRS 14363,
,DUMARESQ,W,St Aubins,New England,Northern,14/01/1837,0083,GvtG,,,NRS 14363,
,DUMARESQ,William,St Albans,New England,Tilbuster,21/07/1842,0157,5073,[4/98],,NRS 14363,
,DUMARESQ,William,St Aubins,New England,Tilbuster,23/06/1841,0013,5070,[4/95],,NRS 14363,
,DUMARESQ,William,St Aubins,New England,Tilbuster,30/06/1840,0113,5069,[4/93],or DUMARESQUE,NRS 14363,
,DUMARESQ,William,-,New England,Tilbuster and Dumaresq Valley,25/09/1845,0472,5080,[4/107],or DUMARESQUE,NRS 14363,
,DUMARESQ,William,Sydney,New England,Northern,26/05/1838,0125,5067,[4/91],Other names mentioned: HARINGTON (Mr),NRS 14363,
,DUMARESQ,William,Sydney,New England,Northern,26/05/1838,0126,5067,[4/91],(For late Colonel Dumaresq); Other names mentioned: HARINGTON (Mr),NRS 14363,
,DUMARESQ,William John,"St Aubins, Scone",New England,Tilbuster,01/10/1839,0424,5068,[4/92],or DUMARESQUE,NRS 14363,
,DUMARESQ,William S,St Aubins,New England,Saumarez,23/09/1843,0335,5075,[4/101],or DUMARESQUE,NRS 14363,
,DUMARESQ,William S,Sydney,New England,Tilbuster,23/09/1843,0336,5075,[4/101],or DUMARESQUE,NRS 14363,
,DUMARESQU,Sophia,-,New England,Sumarez,26/08/1844,0192,5077,[4/103],,NRS 14363,
,DUMARESQU,William,Sydney,New England,Tilbuster,26/08/1844,0191,5077,[4/103],,NRS 14363,
,DUN,James,-,Maneroo,Nairara,25/05/1844,0768,5076,[4/100],,NRS 14363,
,DUN,James,Arnprior,Maneroo,Narya,12/05/1842,0675,5071,[4/96],First licence,NRS 14363,
,DUNN,James,Nairara,Maneroo,Nairara,27/09/1842,0491,5074,[4/99],,NRS 14363,
,DURNO,James,Richmond River,Clarence River,"Brooke, Richmond River and late Prices stores Clarence River",30/09/1843,0495,5076,[4/100],"and RITCHIE, G; Other names mentioned: PRICE (Stores)",NRS 14363,
,DURNO,James,Clarence River,Macquarie,"Clarence River; Bounded on the east by Mr Phillips station, on the south by Mr Aitkins Station, on the west by Mr Gerard's station and on the north by Clarence River",22/12/1841,0583,5071,[4/96],Other names mentioned: PHILLIPS (Mr) (Station); GERARD (Station); AITKINS (Mr) (Station),NRS 14363,
,DURNO,James,Clarence River,Clarence River,Bounded on the West by Mr Phillips Station on the South by Mr Aitkins Station on the West by Mr Gerard's Station and on the North by Clarence River,28/09/1842,0511,5074,[4/99],"Other names mentioned: PHILLIP, AITKIN, GERARD",NRS 14363,
,DUTTON,(Messrs),Wambrook Maneroo,Maneroo,"Wambrook, Maneroo",10/09/1839,0360,5068,[4/92],and KIRSOPP,NRS 14363,
,DUTTON,F H,Maneroo,Maneroo and Murray,Southern and Western,10/04/1837,0316,5067,[4/91],,NRS 14363,
,DUTTON,F H,Rose Brook Monaroo,Monaroo,Southern,21/06/1838,0203,5067,[4/91],,NRS 14363,
,DUTTON,Frederick,Sydney,Maneroo,Rose Brook,09/07/1839,0088,5068,[4/92],"and DUTTON, W H",NRS 14363,
,DUTTON,Henry P,Patricks Plains,Liverpool Plains,Western,18/05/1837,0336,5067,[4/91],,NRS 14363,
,DUTTON,James,Wellington,Wellington,Northern,12/05/1837,0331a,5067,[4/91],,NRS 14363,
,DUTTON,W H,Sydney,Maneroo,Rose Brook,09/07/1839,0088,5068,[4/92],"and DUTTON, Frederick",NRS 14363,
,DUTTON,W H,Sydney,Maneroo,Myoe?,30/09/1840,0486,5070,[4/94],,NRS 14363,
,DWYER,Edward,Lowthers? Station (at),Liverpool Plains,-,08/06/1840,0665,5069,[4/93],Other names mentioned: LOWTHER (Station),NRS 14363,
,DWYER,Edward,Loders Station,Liverpool Plains,Loder's Station,29/09/1840,0434,5070,[4/94],"Other names mentioned: LODER, (Station)",NRS 14363,
,DWYER,Edward,Loders Station,Liverpool Plains,Loder's Station,13/08/1841,0296,5072,[4/97],"Other names mentioned: LODER, (Station)",NRS 14363,
,DWYER,Peter,Kangaroobay,Lachlan,Kangaroobay,23/07/1842,0162,5073,[4/98],,NRS 14363,
,DWYER,Peter,Lachlan,Lachlan,Kangarooby,25/09/1843,0352,5075,[4/101],,NRS 14363,
,DWYER,Peter,Lachlan River,Bathurst,Western,23/03/1837,0303,5067,[4/91],,NRS 14363,
,DWYER,William,-,Lachlan,Groat,30/09/1845,0821,5081,[4/106],,NRS 14363,
,DWYER,William,Tomoroma,Murrumbidgee,Tomoroma,30/06/1842,0073,5073,[4/98],,NRS 14363,
,DWYER,William,Tomoroma,Murrumbidgee,Tomoroma,26/10/1841,0564,5072,[4/97],"Other names mentioned: HUNTER, D and CO",NRS 14363,
,EALES,John,Maitland,Liverpool Plains,-,24/06/1842,0706,5071,[4/96],,NRS 14363,
,EALES,John,Maitland,Liverpool Plains,-,24/06/1842,0041,5073,[4/98],,NRS 14363,
,EALES,John,-,Liverpool Plains,Derby,12/03/1845,0829,5078,[4/104],,NRS 14363,
,EALES,John,Berry Park,Liverpool Plains,Northern and Western,10/07/1837,0372,5067,[4/91],,NRS 14363,
,EALES,John,Berrypark,Liverpool Plains,-,28/08/1840,0312,5070,[4/94],,NRS 14363,
,EALES,John,"Berry Park, Maitland",Moreton Bay,Noomoo Woolloo at the head of the Wide Bay River,19/12/1842,0660,5074,[4/99],,NRS 14363,
,EALES,John,Hunters River,Liverpool Plains,-,24/07/1839,0203,5068,[4/92],,NRS 14363,
,EARL,J,Patrick's Plains,Liverpool Plains,North Western,14/01/1837,0015,GvtG,,,NRS 14363,
,EARL,John,Patricks Plains,Liverpool Plains,Mooki Springs (The),10/07/1839,0098,5068,[4/92],,NRS 14363,
,EARLE,John,Patricks Plains,Liverpool Plains,North Western,27/06/1838,0240,5067,[4/91],"Other names mentioned: BRIGG, James",NRS 14363,
,EATHER,Thomas,Richmond,Liverpool Plains,Muninszly?/Murinszly?,14/07/1842,0132,5073,[4/98],Issued as 133; or ESTHER,NRS 14363,
,EATHER,Thomas,Richmond,Liverpool Plains,Yalambai; Namoi River,05/07/1839,0054,5068,[4/92],or ESTHER,NRS 14363,
,EATHER,Thomas,Richmond,Invermein (beyond),North Western,14/01/1837,0069,GvtG,,,NRS 14363,
,EATHER,Thomas,Richmond,Liverpool Plains,Nearninszly?,30/06/1841,0042,5070,[4/95],or ESTHER,NRS 14363,
,EATHER,Thomas,-,Liverpool Plains,Murranangandi,25/09/1844,0385,5077,[4/103],or ESTHER?,NRS 14363,
,EATHER,Thomas,Richmond,Liverpool Plains,Nearruinugby?/Warriningby?,23/07/1840,0186,5069,[4/93],or ESTHER,NRS 14363,
,EATHER,Thomas,Richmond,Liverpool Plains,Murranangandi,13/09/1843,0241,5075,[4/101],or ESTHER?,NRS 14363,
,EATON,Daniel,-,Liverpool Plains,Bingo,06/10/1845,0873,5081,[4/106],,NRS 14363,
,EATON,Daniel,Richmond,Liverpool Plains,Checquered Plains,14/07/1842,0131,5073,[4/98],,NRS 14363,
,EATON,Daniel,-,Liverpool Plains,Chequered Plains,25/09/1844,0386,5077,[4/103],,NRS 14363,
,EATON,Daniel,Chequered Plains,Liverpool Plains,Chequered Plains,04/08/1843,0080,5075,[4/101],,NRS 14363,
,EATON,Daniel,Richmond,Liverpool Plains,Chequered Plains,30/06/1841,0043,5070,[4/95],,NRS 14363,
,EATON,Daniel,Richmond,Liverpool Plains,Chequered Plains,23/07/1840,0187,5069,[4/93],,NRS 14363,
,EATON,Daniel,Richmond,Liverpool Plains,Chequers Plains,05/07/1839,0055,5068,[4/92],,NRS 14363,
,EATON,Daniel,-,Liverpool Plains,Cobidah,06/10/1845,0872,5081,[4/106],,NRS 14363,
,EATON,John,Wollombi,Liverpool Plains,-,07/01/1842,0603,5071,[4/96],,NRS 14363,
,EATON,John,Wollombi,Liverpool Plains,-,14/07/1842,0133,5073,[4/98],Issued as 134,NRS 14363,
,EATON,John,-,Clarence River,Rosebury,30/09/1845,0623,5080,[4/107],,NRS 14363,
,EATON,John,-,Clarence River,Richmond River,02/10/1844,0653,5078,[4/102],,NRS 14363,
,EATON,John,Hunters River,Clarence River,Richmond River,05/08/1843,0087,5075,[4/101],,NRS 14363,
,EBDEN,C H,Port Phillip,Murrumbidgee (Adjoining Port Phillip,Bonegilla,27/03/1841,0603,5070,[4/95],,NRS 14363,
,EBDEN,C H,Port Phillip,Murrumbidgee,Bonegilla (Known as),10/08/1841,0278,5072,[4/97],"Other names mentioned: LORD, T",NRS 14363,
,EBDEN,C H,Maneroo,Maneroo,Southern,10/11/1837,0387,5067,[4/91],,NRS 14363,
,EBDEN,C H,Port Phillip,Murrumbidgee,Krraware and Bonegilla,30/08/1842,0313,5073,[4/98],,NRS 14363,
,EBDIN,C H,Sydney (Now of),Murrumbidgee,Krrawari and Bonegillu,22/08/1843,0140,5075,[4/101],,NRS 14363,
,ECCLESTON,John,-,Maneroo,Bubundera,06/09/1844,0243,5077,[4/103],,NRS 14363,
,ECCLESTON,John,Campbell Town,Maneroo,Bubundera Creek,26/06/1840,0044,5069,[4/93],,NRS 14363,
,ECCLESTON,John,Campbell Town,Maneroo,Bubundera Creek,30/07/1841,0242,5072,[4/97],,NRS 14363,
,ECCLESTON,John,Campbelltown,Maneroo,Bubundera Creek,26/08/1842,0300,5073,[4/98],,NRS 14363,
,ECCLESTON,John,Campbell Town,Maneroo,Bubundera Creek,04/08/1843,0084,5075,[4/101],,NRS 14363,
,ECCLESTON,John,Campbell Town Road,Maneroo,Maneroo Plains,13/09/1839,0376,5068,[4/92],,NRS 14363,
,ECCLESTON,John,Doodle,Maneroo,Doodle,29/08/1845,0098,5079,[4/105],,NRS 14363,
,ECKFORD,John,Maitland (East),Liverpool Plains,Waterloo and Namoi Creeks,11/06/1840,0006,5069,[4/93],,NRS 14363,
,ECKFORD,John,Maitland (East),Liverpool Plains,Waterloo and Namoi creeks,30/06/1841,0050,5070,[4/95],,NRS 14363,
,ECKFORD,John,Maitland,Liverpool Plains,-,22/06/1842,0034,5073,[4/98],,NRS 14363,
,ECKFORD,John,Maitland (East),Liverpool Plains,Waterloo Creek and Namoi,01/07/1839,0018,5068,[4/92],,NRS 14363,
,ECKFORD,John,Maitland,Liverpool Plains,Northern,25/06/1838,0227,5067,[4/91],,NRS 14363,
,ECKFORD,John,Maitland,Liverpool Plains,Mularaway,04/07/1844,0004,5077,[4/103],,NRS 14363,
,ECKFORD,John,-,Liverpool Plains,Burren Burren,30/09/1845,0779,5080,[4/107],or EXKFORD; or ECKFORD,NRS 14363,
,ECKFORD,John,Liverpool Plains,Liverpool Plains,Mullornway,04/07/1843,0009,5075,[4/101],,NRS 14363,
,ECKFORD,John,-,Liverpool Plains,Malaraway,30/09/1845,0778,5080,[4/107],or EXKFORD,NRS 14363,
,ECKFORD,John,Maitland,Liverpool Plains,Northern,21/01/1837,0150,GvtG,,,NRS 14363,
,EDENBOROUGH,-,Sydney,Maneroo,Rock Flat,20/07/1841,0183,5070,[4/95],and GORE; £10 per Mr GORE'S cheque,NRS 14363,
,EDGEWORTH,Patrick,Calangan Creek,Yass,South Western,20/02/1838,0040,5067,[4/91],"(CCL, Yass); Other names mentioned: WELLMAN (Mr)",NRS 14363,
,EDGEWORTH,Patrick,"Nimby, Cunninghams Plains",Lachlan,Nimby,13/08/1839,0257,5068,[4/92],,NRS 14363,
,EDGHILL,Charles,-,Murrumbidgee,Uranna,05/12/1845,1072,5081,[4/106],,NRS 14363,
,EDGHILL,Charles,Urinna,Murrumbidgee,Urinna,24/06/1845,0888,5078,[4/104],,NRS 14363,
,EDGHILL,Charles Moore,Motpellier,Murrumbidgee,Walla Walla on the Billy Bong Creek,26/11/1842,0649,5074,[4/99],,NRS 14363,
