SA Item,SG Map,Area,Firstname,Surname,Date,Description,Remarks
[2155],C.424.730,Church Lands,EL,Burrowes,Mar 1850,"(Emu Plains)Plan of site for a Roman Catholic Church, School and Residence, Village of Emu Plains",
[5527],S.231.858,Sydney,EL,Burrowes,9 Mar 1855,Plan of land reclaimed from Darling Harbour by R Brooks,
[2089],C.298.730,Church Lands (Dungog),EL,Burrowes,May 1848,"Plan of site for Presbyterian Church and Manse, Village of Dungog",
[5528],S.232.858,Sydney,EL,Burrowes,26 Mar 1855,Plan of land reclaimed by C Newnham from Darling Harbour in front of a portion of Allotment No.1 of Section 1 or J Dixon's grant,
[2090],C.299.730,Church Lands (Dungog),EL,Burrowes,May 1848,"Plan of Allotments for Roman Catholic Church and Parsonage, Dungog",
[5529],S.237.858,Sydney,EL,Burrowes,4 Dec 1855,Plan of an allotment formerly a portion of George Street (South) authorised to be granted to the Benevolent Asylum,
[5381],S.203.858,Sydney,EL,Burrowes,3 Aug 1852,Plan of that portion of the Tank Stream authorised to be arched over by Mr Donald Larnach,
[1888],C.76a.730,Church Lands (Sydney),EL,Burrowes,Oct 1855,Plan of site of St Andrew's Cathedral,
[2091],C.300.730,Church Lands,EL,Burrowes,May 1848,"(Raymond Terrace)Plan of sites for Roman Catholic Church, School and Parsonage, Village of Raymond Terrace",
[5530],S.238.858,Sydney,EL,Burrowes,4 Apr 1856,"Plan of an allotment on Pitt Street (North) to be sold to Mr Underwood, the price being allowed by Government as compensation for the surrender of the north east corner of his grant and of his water front",
[2092],C.301.730,Church Lands,EL,Burrowes,May 1848,"(Raymond Terrace)Plan of Roman Catholic Burial Ground, Village of Raymond Terrace",
[5531],S.240.858,Sydney,EL,Burrowes,8 Jul 1886,"Plan showing the land (parts of Allotment Nos.28, 29 and 30 ofSection 106) given up by Mr Darwell to the Government & also the land (Allotment No.31 & part of No. 32 of Section 106) given by the Government to Mr Darwell in lieu thereof (in Macquarie Stre",
[2169],C.448.730,Church Lands (Sydney),EL,Burrowes,Mar 1851,"Plan of land for site of Wesleyan Manse, Parish of St Lawrence, Sydney",
[5269],R.2.1212,Roads (Cumberland),EL,Burrowes,30 Aug 1852,Survey of proposed use of road from Glebe Island to Parramatta Road,
[5965],W.5.879,Wollongong,EL,Burrowes,nd,Tracing showing the proposed Police boundaries of the town of Wollongong. Laid before the Executive Council 17 Jun 1850,
[2162],C.437.730,Church Lands,EL,Burrowes,Oct 1850,"(Parish of Alexandria)Plan of site of Presbyterian Church and School House, Wooloomooloo, Parish of Alexandria",
[5270],R.2a.1212,Roads (Cumberland),EL,Burrowes,29 Jun 1855,"Plan showing the proposed alteration, through Lloyd's 50 acre grant, of the intended line of road from Glebe Island to the Parramatta Road",
[2096],C.309.730,Church Lands (Dungog),EL,Burrowes,May 1848,"Survey of General Cemetery, Village of Dungog, showing portions set aside for Roman Catholic, Wesleyan, Church of England, Presbyterian & other denominations",
[2256],C.4.1121,Clarence River District,ME,Burrowes,1841,"Government subdivision, Parish Great Marlow, same County by ME Burrowes 30 Dec 1841",
[2267],C.15.1121,Clarence River District,ME,Burrowes,1841,"Government subdivision, Parish Eaton (County Clarence)",
[3492],L.19.1634,Lithographs,EJ,Burrows,nd,"Lithograph Plan of allotments for sale, Crows Nest Estate, St Leonards, property of Alexander Berry",
[2259],C.7.1121,Clarence River District,ME,Burrows,1841,"Government subdivision, Parish Clifden (County Clarence)",
[3493],L.20.1634,Lithographs,-,Burrows & Company,nd,"Sugar Works Estate, at North Shore, Little Oyster Cove, Crows Nest.Sugar works and distillery shown",
[2460],C.10.2081 (1),Cargo,-,Busby,1883,Plan of preliminary traverse with an object to extension of the Village of Cargo,
[2461],C.10.2081 (2),Cargo,-,Busby,1883,Traverse of features and position of improvements within proposed extension of suburban boundaries,
[5743],S.2486,Stuart,W,Busby,18 Jul 1884,Plan of preliminary traverse in connection with design for the town of Stuart,
[5780],T.851,"Tunnel, Sydney",-,Busby?,15 Aug 1833,Plan showing the course of the tunnel for supplying water to Sydney,
[5444],S.696a,Sydney,-,Butler,1831,Reduced Plan of S.696 Convict Garden and continuation of Park Street,
[3101],H.1006,Hartley,-,Butler,1836,Hartley (proposed) Village on Lett River.This plan shows Colletts inn on 3 acres - portion,
[5006],R.8.589,Road,-,Butler,1830,Copy of R.7.589,
[1894],C.82.730,Church Lands,H,Butler,Nov 1837,"(Castle Hill)Survey of 40 acres intended for a Church, School House and Glebe, Castle Hill",
[1895],C.83.730,Church Lands (Prospect),H,Butler,Nov 1837,"Survey of 2 acres intended as a site for a Church, Parish of Prospect",
[1881],C.70.730,Church Lands (Sydney),H,Butler,Jun 1836,"Survey of land granted in Parish of St Lawrence, Sydney, to the Society of Friends, for a Burial Ground",
[1882],C.71.730,Church Lands,H,Butler,Jan 1837,"(Wiseman's Ferry) Plan of land in Parish Cornelia, at Wiseman's Ferry intended as a site for a Church",
[1889],C.77.730,Church Lands (Richmond),H,Butler,Jul 1837,"Survey of land intended as a site for Church and Parsonage, Richmond.Annotation shows land acquired for railway, 1925",
[5758],T.12.686,Talbragar River,H,Butler,Feb 1834,River - Hayes and Rouses Station shown,
[1892],C.80.730,Church Lands (Windsor),H,Butler,Oct 1837,Survey of the land granted for a Roman Catholic Church and Clergyman's Residence,
[1893],C.81.730,Church Lands (Sydney),H,Butler,Nov 1837,"Survey of land intended for a Burial Ground for the Congregational Church, Parish of St Lawrence",
[5764],T.1.802,Turon River,HC,Butler,Jun 1832,"Plan Turon River and Round Swamp Creek - County Roxburgh, Parishes Bandanora and Ben Bullen",
[5765],T.2.802,Turon River,HC,Butler,Jul 1832,"Plan Turon River and Round Swamp Creek - County Roxburgh, Parishes Bandanora and Ben Bullen",
[5766],T.3.802,Turon River,HC,Butler,Jul 1832,"Cunningham's Creek and Turon River Junction, County Roxburgh, and road crossing Bathurst to Mudgee",
[5767],T.4.802,Turon River,HC,Butler,Aug 1832,"Plan of Range dividing Turon & Cudgegong Rivers - showing old roads Mudgee & Dabee to Sydney, & Mount Lewis's inaccessible mountain",
[5768],T.5.802,Turon River,HC,Butler,Nov 1832,Plan from junction of Cunningham's Creek to confluence with Macquarie River; heads of Cunningham's & Pyramul Creeks from source near Boga Mountain to Macquarie River and dividing ranges,
[5770],T.7.802,Turon River,HC,Butler,Nov 1832,Moroo Creek (Meroo) from Cudgegong River upwards,
[5771],T.8.802,Turon River,HC,Butler,Sep 1833,Plan of ranges west of Cherry Tree Hill shows Bathurst-Mudgee road intersecting,
[3655],M.606.d,(Port) Macquarie,HC,Butler,1830,Similar map to M.606.a (SR Map No. 3653) on 0.5 inch scale used by Captain Perry,
[5773],T.10.802,Turon River,HC,Butler,Nov 1833,"Survey dividing Turon River and Winburndale Rivulet, County Roxburgh - shows Mudgee to Bathurst Road",2 of 3
[5775],T.12.802,Turon River,HC,Butler,Jul 1833,Range between Meroo and Cudgegong - County Roxburgh,1 of 3
[5129],R.897,Road,HC,Butler,1834,"Survey of new line of road across Bathurst Plains to ""Blarnie"" and Glanmire and farms.Also shows Government House & other buildings.Surveyor: HC Butler, Assistant Surveyor",
[5177],R.995,Road,HC,Butler,1838,"Road from Wiseman's Ferry up Macdonald River, east side to Church near J Hall's farm. Many houses shown and two churches",
[5772],T.9.802,Turon River,HC,Butler,Nov 1833,"Survey dividing Turon River and Winburndale Rivulet, County Roxburgh - shows Mudgee to Bathurst Road",1 of 3
[5184],R.1013,Road,HC,Butler,1838,"Road Gundagai to Melbourne. Port Phillip (Victoria) This plan shows stations & holders, townships, rivers, creeks & general features along route",
[5776],T.13.802,Turon River,HC,Butler,Jul 1833,Range between Meroo and Cudgegong - County Roxburgh,2 of 3
[4821],P.25.750,Parramatta,HC,Butler,23 Mar 1837,"Survey of allotments in North Parramatta, corner of Clifford and Board Streets and Windsor Road",
[5777],T.14.802,Turon River,HC,Butler,24 Jan 1853,Range between Meroo and Cudgegong - County Roxburgh,3 of 3
[4822],P.28.750,Parramatta,HC,Butler,6 Nov 1837,"Survey of 3 allotments claimed by Joseph Turner, originally granted to George Dillon, corner of Pennant, O'Connell and Ross Streets, Parramatta",
[4823],P.30.750,Parramatta,HC,Butler,21 Oct 1837,"Survey of allotments applied for purchase by L Myles corner of Fennell, Villiers and Gross Streets, Parramatta North",
[4824],P.32.750,Parramatta,HC,Butler,4 Dec 1837,"Survey of 4 allotments applied for purchase by L Myles, Ross Street, Parramatta North",
[5028],R.687a,Roads,HC,Butler,1831,"Plan, copy of R.687",
[5774],T.11.802,Turon River,HC,Butler,,"Survey dividing Turon River and Winburndale Rivulet, County Roxburgh - shows Mudgee to Bathurst Road",3 of 3
[1183],A.997,St Albans,HC,Butler,1837,Survey of the Village Reserve (now St Albans) situated at the Bullock Wharf Macdonald River (County Northumberland),
[5769],T.6.802,Turon River,HC,Butler (?),nd,Continuation of plan T.5.802 above,
[2618],D.1349a,Dubbo,-,Campbell,1866,"Design for sub-division of land in the vicinity of Dubbo, Counties Gordon, Lincoln and Narromine",
[5831],T.1932b,Terabile,-,Campbell,1864,Preliminary survey of design for a village,
[2909],G.1989,Gongolgon,RJ,Campbell,6 Jul 1867,"Gongolgon, County Cowper.Town site and designon Bogan River. Gongolgon house and J Why's Inn and public pound shown",2 of 2 plans
[2619],D.1.a.1349,Dubbo,RJ,Campbell,1866,Town and Environs of Dubbo (half map only),
[1600],B.1912,Baradine,RJ,Campbell,31 Jul 1864,Town site and design layout.Walkers huts shown,2 of 2 plans
[1612],B.1987,"Bourke, west",RJ,Campbell,18 Jul 1867,"West Bourke town on Darling River, Bullamunta Point, County Gunderbooka",
[2441],C.1943,Cannonbar,RJ,Campbell,1866,"Cannonbar village design on Duck Creek, County Gregory.Cannonbar Station and buildings (Browno) shown",
[2908],G.1989,Gongolgon,RJ,Campbell,6 Jul 1867,"Gongolgon, County Cowper.Town site and designon Bogan River. Gongolgon house and J Why's Inn and public pound shown",1 of 2 plans
[2653],D.2158,Dalgety,RJ,Campbell,May 1874,"Plan of the Village of Dalgety, County of Wallace",
[1599],B.1912,Baradine,RJ,Campbell,31 Jul 1864,Town site and design layout.Walkers huts shown,1 of 2 plans
[6062],W.13.1717,Warrego District,W,Campbell,18 Jul 1862,"Reduced compilation Plan of Rowlands Surveys of above rivers; ie. Culgoa, Birrie and Bokhara Rivers south of 29th parallel, Co. Narran to Darling River – stations & holders shown.",
[2435],C.1906.b,Candelo,WS,Campbell,1865,"Candelo Town, County Auckland.Used as office map until withdrawn 28 Jun 1888",
[5801],T.1537a,Tinonee,-,Carmichael,1853,Sketch showing proposed reserves,
[2151],C.404.730,Church Lands,-,Carmichael,Apr 1850,"(Murrurundi) Plan of Allotments for Wesleyan Chapel, School House and Residence, Village of Murrurundi",
[5152],R.4.943,Roads,H,Carmichael,20 Dec 1852,(Muscellbrook to Liverpool Plains)Plan of part of the Great Northern High Road as it enters Scone from Aberdeen,
[2623],D.1515,Denman,H,Carmichael,1 Dec 1852,"Denman Village site and design, Parish Denman, County Brisbane as approved - Merton house and ford shown",
[2194],C.487.730,Church Lands (Dungog),H,Carmichael,Apr 1851,"Plan of Allotments for Presbyterian Church and Manse, Dungog, annotations show Police Constable's House and Lock-up",
[2195],C.487a.730,Church Lands (Dungog),H,Carmichael,May 1852,"Plan of Allotments for Presbyterian Church, School and Manse, at Dungog",
[5800],T.1537,Tinonee,H,Carmichael,21 Nov 1853,"Tinonee Village Reserve, County Gloucester, Manning River",
[2152],C.408.730,Church Lands,H,Carmichael,May 1850,"(Muswellbrook)Plan of Allotments for Wesleyan Chapel, School House and Residence, Muswellbrook",
[2139],C.383a.730,Church Lands (Scone),H,Carmichael,May 1850,"Plan of Allotments for Wesleyan Chapel, School House and Manse, Village of Scone",
[5140],R.5.902,Roads,H,Carmichael,22 Mar 1850,(Hunter & Paterson)Plan of Parish Road from the Oakhampton Road at West Maitland across the Falls & through Bolwarra to the Paterson High-road,
[5141],R.6.902,Roads,H,Carmichael,7 Dec 1850,"(Hunter & Paterson)Plan showing the roads now in use, together with newly proposed lines from Paterson through David Brown's land, on Paterson River",
[5142],R.9.902,Roads,H,Carmichael,30 Apr 1852,"(Hunter & Paterson)Plan of proposed deviation in Parish Road from Paterson to Gresford, starting from the southwest corner of the Scot's Kirk & joining the original line",
[5367],R.2.1823,Bellingen River,-,Chand,18 Dec 1867,"Tracing showing portions situated on the Bellingen River, County of Raleigh.Shows the names of Landholders",
[2492],C.2475,Clive,-,Chapman,1885,Design of a Village on Pye's Creek,
[1649],B.2410,Boorook,AW,Chapman,Oct 1881,"Village design Parish Boorook, County Buller.Design cancelled by Gazette 4 Jun 1904. See also B.2410 a.R. Lands Department",
[2938],G.2316,Guyra,JS,Chard,22 Mar 1883,Village site.Cancelled - see G.1.2316. Lands Department,
[4393],N.652,Newcastle,-,Charlton,1848,Allotments on the Hunter River near Newcastle,copy of SR Item [4392]
[4394],N.652 (3),Newcastle,-,Charlton,1848,Allotments on the Hunter River near Newcastle,
[1213],A.1344,Alnwick,-,Charlton,10 Apr 1849,"Alnwick - Parish Alnwick, County Northumberland, by Charlton, Apr 10, 1849",
[4392],N.652 (2),Newcastle,-,Charlton,1848,Allotments on the Hunter River near Newcastle,
[3104],H.1006e,Hartley,-,Charlton,1858,Plan showing position of streets in town of Hartley,
[4961],Q.8.1301,West Maitland (Quit Rent),H,Charlton,22 Dec 1848,"Plan of 9 allotments of land in west Maitland (corner of Hunterand Maitland High Streets), being part of 3 acres granted to TP McQueen",
[4596],N.1316,Newcastle,H,Charlton,3 Oct 1848,"Newcastle City boundaries - important public buildings, lighthouse, breakwater to Nobby Island windmill shown",
[4963],Q.10.1301,East Maitland (Quit Rent),H,Charlton,29 Nov 1851,"Plan of allotment in Melbourne Street, East Maitland, claimed by L Cooper, being part of the 5 acres granted to Alexander McLeod",
[2181],C.470.730,Church Lands (Newcastle),H,Charlton,Aug 1851,"Plan of Allotment for Wesleyan School, Newcastle",
[2108],C.330.730,Church Lands,H,Charlton,Feb 1849,"(East Maitland) Plan showing extension of Church of England Burial Ground, East Maitland",
[2115],C.341.730,Church Lands,H,Charlton,Apr 1849,"(St Leonards)Plan of sites for Presbyterian Kirk and Manse, St Leonards",
[2144],C.394.730,Church Lands,H,Charlton,Jan 1850,(Upper Mangrove Creek)Plan of several Churchyards comprising the General Cemetery at Upper Mangrove Creek,
[3279],K.1858,Kenlis,H,Charlton,20 May 1862,"Village site on the Fish River, Parish Bolton, County Westmoreland.Charles Barr's house etc., J Thomas' house shown, also new road and Plombley's road",
[2133],C.375.730,Church Lands (Hartley),H,Charlton,Jun 1849,"Survey of land as site for Wesleyan Parsonage, Church and School, River Lett, near Hartley",
[2134],C.376.730,Church Lands,H,Charlton,Nov 1849,"(Town of Emu)Plan of Allotments for Presbyterian Kirk, School and Manse, at town of Emu, Parish of Strathdon",
[1216],A.1375,Alnwick,H,Charlton,10 Apr 1849,"Alnwick Village, Hunter River, by Horace Charlton, Apr 10, 1849",
[5263],R.30.1181,Roads (Fish River),H,Charlton,6 Sep 1858,"Traverse of road through Lane's now Rowe's 1,000 acres at the Fish River, County of Roxburgh",
[2164],C.441.730,Church Lands (Maitland),H,Charlton,Dec 1850,"Plan of extension to Church of England Burial Ground, Maitland",
[3006],H.499.b,Hunters Hill,-,Charlton & Dondin (?),1867?,Map of the Parish of Hunters Hill showing Allotments,
[4951],P.2232b,Pilliga,-,Chatfield,1879,Plan showing levels of Dangar Street,
[4950],P.2232,Pilliga,-,Chatsfield,30 Jun-13 Jul 1879,"Pilliga town site, Parish Talluba, County Baradine",
[5897],V.17.1655,Victoria,WS,Chauncy,2 Nov 1857,"Lithograph showing the Township of Barnawatha, Murray District.Scale 8 chains to an inch",
[2913],G.2028,Gundabloui,-,Christie,1868,"Gundabloui, Parish Gundabloui, County Finch.Feature survey and design for a town.Also survey of allotments in Sections 1, 2, 22 & 23",
[4328],M.2027,Mogul,-,Christie,1868,"Design for town and survey of allotments in Sections 2, 3, 4, 9 and 10",
[1604],B.1960,Bogree Ponds,WH,Christie,29 Oct 1866,County of Courallie. Road crossings shown,
[5566],S.51.907,Sydney Streets,F,Clarke,Nov 1849,Plan of proposed alignment of Spring Street (mounted tracing),
[1250],A.1886,"Apsley, Oakley, Ponsonby",R,Clint,1861,"Plan of the Parishes of Apsley, Oakley and Ponsonby being a point of the Clergy and School Estates in the County of Bathurst",3 of 6
[2679],E.8.1083,Essington,R,Clint,1845,Chart (scale about 5 miles to inch) of part of Coburg Peninsula and Croker's Island; lithographed by R Clint - Sydney (Chart was sent from Government House in 1845 when removing to new Government House),
